id,unique_id,nickname,signature,verified,num_following,num_followers,num_videos,num_likes,createtime,scraping_status
7475600662974743560,dokterhewanto,dokterhewanto,Dokter Hewan Total 🐩🐈 Follow @dokterhewanto Untuk Info Seputar KucingAnjing Lu,false,1,16700,13,37700,2025-02-26T05:48:34.000000+0000,Public
7098104798532224026,dokterhmd,dokterhmd,Bussiness inq 👇🏼,false,353,115800,1083,3600000,2022-05-15T23:11:48.000000+0000,Public
7088633975438951450,dokterikadevisppd,"dr. Ika Devi, Sp.PD",IG @dokterikadevi 361 K wa CP 0818.370.170/0811.3322.664 KONSUL FREE👇👇,false,919,192000,999,1800000,2022-04-20T10:40:11.000000+0000,Public
6528690286079950849,dokterkalteng,Kadang pasien,"Kadang dokter, kadang pasien Business Inquiries +6287718665870 (Yessi)",false,136,46300,411,3200000,2018-03-03T12:12:41.000000+0000,Public
7613266047450186760,dokterkameliia,Dokter Kamelia,Untuk Mendapatkan THR Lebaran 📌  Lihat detail wa admin dibawah 👇👇,false,2,48700,2,124800,2026-03-04T05:20:34.000000+0000,Public
7215232530634032155,dokterkecantikan09,Dokter kecantikan,"Beauty comes from inside, shines outside",false,78,180900,86,566500,2023-03-27T14:27:14.000000+0000,Public
6650681103802630145,dokterkecantikanmu,dr. deka hartono,Your Aesthetic Doctor From Jakarta 🇮🇩 Real Account ✅ 2nd acccount @Dokter Kecantikanmu 2,false,93,172200,1424,2100000,2019-01-26T05:59:22.000000+0000,Public
7387723425970177029,dokterkesehatan_id,Dokter kesehatan,Follow untuk info kesehatan Business inq +62 882-0013-04595,false,6,547200,146,10100000,2024-07-04T10:20:00.000000+0000,Public
6953720399197324290,dokterkulitkamu,"dr. Jhauharina, SpDVE","Spesialis Dermatologi,Venereologi, Estetika | RS Siloam Mampang Konsultasi online: (admin) 088293547358",false,118,175900,389,1500000,2021-04-21T21:06:36.000000+0000,Public
6729661074809865217,dokterkulitkucom,"dr.Arthur,SpKK | dokterkulitku","Edukasi kesehatan, kecantikan, kulit kelamin utk awam. Konsul & Belanja 👇",true,153,1100000,308,18600000,2019-08-27T02:01:59.000000+0000,Public
7042115053383025665,dokterkulityu,dr Yusuf Ardian SpDVE,"Dokter Spesialis Kulit, Estetika (Sp.DVE)  Edukasi Flek, Jerawat & Acne Scar 🎥 Jawaban via kolom komentar 📩 Konsultasi pribadi & produk via WA",false,1238,35800,830,89700,2021-12-16T02:03:00.000000+0000,Public
7362460197450810374,doktermatahendra,doktermatahendra,👁️ Bikin mata tetap sehat sampai tua 🎥 Edukasi kesehatan mata 👍 Bantu 10.000+ mata 👨🏻‍⚕️ LASIK | SMILE | Katarak | Retina 📍Makassar | WA👇 082151116141,false,0,153500,397,528500,2024-04-27T08:25:46.000000+0000,Public
7251874893338330114,doktermayat7,Doktermayat,M a small green Mortici-ant 🐜 1st Muslim lady Embalmer in 🇸🇬,false,6592,113300,272,494800,2023-07-04T08:18:19.000000+0000,Public
6772441817369986050,doktermedok,Dokter Medok,"dr. Adrian Setiaji, Sp KFR, AIFO-K Taekwondo & Flexibility Coach 🏆 📍Jakarta",false,37,826300,1697,14100000,2019-12-20T08:53:07.000000+0000,Public
7135025974328493082,doktermesty,"dr. Mesty Ariotedjo, SpA, MPH","Ibu & dokter anak, bangun satu solusi untuk parenting, @Tentang Anak",false,7,315400,321,5000000,2022-08-23T11:04:50.000000+0000,Public
7096745500074902555,doktermobil_indonesia,Dokter Mobil Indonesia,"Bengkel Spesialis AC, Tune Up & Cuci Darah Mobil CUCI AC 99K | CHAT ADMIN 🔽🔽",false,46,268800,1487,3300000,2022-05-12T07:17:02.000000+0000,Public
6956300240383214593,doktermutan,"dr. Frenos , M.Biomed",lo percaya ga? kalau gua..A humble voice from within your mind.,false,2,167900,265,5100000,2021-04-28T19:57:42.000000+0000,Public
7507164089904104466,dokternadiyah,"Dr. dr. Nadiyah, Sp.OG","20th Spesialis Obgyn👩‍⚕️ Rutin berbagi tips kesehatan perempuan, ibu & anak 💡",false,7,115600,300,1800000,2025-05-22T07:10:47.000000+0000,Public
7370584822509880326,dokterninakustinasp.og,"Dokter Nina Kustina,Sp.Og",Kami Utamakan Privasi Terjaga Tidak Ada Resiko Atau Efek Samping Gransi Uang Kembali Jika Gagal 100% Amnah Tinggal WhatsApp👇👇,false,95,14100,1,32900,2024-05-19T05:53:28.000000+0000,Public
6671021657858228225,dokteronline,dr. Akbar Sp.PD,Your Online Internist 🧑‍⚕️ Hi...saya dr. Akbar Sp.PD 👋 Endorse or Business DM IG 🤙🏻 Or Text CP : 0877-1866-5870 (Yessi),false,33,348500,1459,3100000,2019-03-22T01:31:06.000000+0000,Public
7297422395386725422,dokterpintar21,DIY Verse,🪵 Turning Trash Into Luxury Furniture ✨ DIY • Woodworking • Satisfying Builds,false,2800,138000,1104,2300000,2023-11-04T02:05:53.000000+0000,Public
6841842511049933826,dokterpstore_p0ntianak,DOKTER PSTORE PONTIANAK,"Servis iPhone Termurah DiPontianak 📍JL.Jend Urip,Sebrang Mall Matahari,Pontianak Kota,Kalimantan Barat @pst0re @pstorepontianak_new @dokterpstore 0881010137024",false,5967,21800,102,116100,2020-06-24T09:23:15.000000+0000,Public
6713167993130238977,dokterris,dokterris,Edukasi Kesehatan Dunia Kedokteran,false,20,164200,539,3100000,2019-07-13T15:20:24.000000+0000,Public
7183923674750895131,dokterrizkimrd,dokterrizkimrd,"Kerjasama by WA/IG ""Cocoknya untuk Anak""@Yayle Indonesia  LIVE RUTIN JAM 8 MALAM",false,15,194800,986,981000,2023-01-02T05:32:53.000000+0000,Public
6870055585540424705,dokterrtiktok,Dokter Tiktok,DOKTER BUKAN CUMA OBAT YANG DIA BERIKAN… TAPI JUGA BISIKAN YANG PERLAHAN MENGUASAI PIKIRAN. CP ENDORS 0895-4113-52468,false,4,264300,792,17200000,2020-09-08T10:04:23.000000+0000,Public
7136796353812333569,doktersarafku,DokterSarafKu | FajarQIMI SpN,"Dokter Saraf &Nyeri Balikpapan @rspertaminabpp  Sp.N,FMIN,CIPS,FIPP,CIPP, AIFO-K",false,555,538100,1380,3900000,2022-08-28T05:34:48.000000+0000,Public
7095544169397404677,doktersosialmedia,DOKTER SOSMED INDONESIA,"CS : 082229999189 Kami penyedia jasa profesional dibidang layangan media sosial yang berfokus pada JASA VIEWS LIVE STREAMING engagement,Visibilitas Toko online",false,1,202800,1342,43500000,2022-05-09T01:35:16.000000+0000,Public
7217087157638792198,dokterstephanie,"dr. Stephanie Anindita Sp, FM",Dokter Spesialis Forensik & Medikolegal.,false,61,661400,523,5700000,2023-04-01T14:24:08.000000+0000,Public
6947171309621462018,dokterstir,Dokterstir,📍MALL MGK KEMAYORAN LT 5 Blok E5 NO.6 WA 0838 6950 8093 WA 0813 8000 2023 SENIN - SABTU 09:30 - 18:00,false,68,34500,1515,272700,2021-04-04T05:32:47.000000+0000,Public
7265354848648332293,dokterstrsumsel,𝐃𝐎𝐊𝐓𝐄𝐑 𝐒𝐓𝐑💱,follow ini akun ke DUA✍️ ™Jadilah Orang Baik Meskipun Tidak Pernah Di Anggap BAIK✓,false,468,501800,1581,7300000,2023-08-09T16:07:25.000000+0000,Public
6950281973736014850,doktertht,doktertht,💡Bahas AMANDEL A-Z di Konten Subscription/Langganan,false,281,151200,818,2900000,2021-04-12T14:43:45.000000+0000,Public
7258499073899070470,doktertoktok,DokterTiktok,Terimakasih atas dukungan berharga dari Anda 🙏,false,17,104100,122,1900000,2023-07-22T04:43:31.000000+0000,Public
6946932658555454466,doktertoyindonesia,Dokter Toy,The og of Crazy Bird and Karoman.  Dokter Toy selalu ada yang baru ⭐ #NEWKAROMANCHIBI,false,0,35600,254,191600,2021-04-03T14:06:42.000000+0000,Public
7221575574479782938,dokterwongkito,dokterwongkito,"dr. EMIR FAKHRUDIN, SpOG, Subsp. FER, DMAS",false,4,119000,237,934100,2023-04-13T16:41:29.000000+0000,Public
7381775942350717958,domofficial2m,DOM Official (ช่องจริง),ติดต่องาน line : @457mapxb เท่านั้น,false,118,302400,5723,10700000,2024-06-18T09:40:43.000000+0000,Public
6810005195877336066,dosenkecantikan,Dosen Kecantikan 🗒✍🏼,"gak cantik dari sananya, bisa cantik dari dananya. pamela: 0878-1000-1371",true,355,1200000,1370,127800000,2020-03-30T14:18:13.000000+0000,Public
7103536806137873435,dosenskincare,DosenSkincare,Edukasi skincare berdasarkan science S.T Teknik Kimia ITB M.Sc Chemical Eng NUS,false,408,923300,267,25300000,2022-05-30T14:30:46.000000+0000,Public
6658171021369425921,dr.aisyafik,Aisya Dokter Anak,🏥👩‍⚕️Dokter Sp. Anak di SOLO | Konselor ASI & MPASI | 🏥 RS UNS | 🏥 RS Hidayah DM 📞087718665870 for business inquiries (Yessi) 🩺 Konsultasi via Halodoc 👇,false,157,137800,881,369200,2019-02-15T10:24:04.000000+0000,Public
7325323125338719275,dr.althea_official,Dr.Althea US,Only essentials.  Gently effective. SHOP FROM OUR OFFICIAL MALL⬇️,true,7,270600,382,1700000,2024-01-18T06:34:58.000000+0000,Public
7481750856389936134,dr.ayman.suwaid,Dr. Ayman Suwaid,"",false,0,14800,59,41000,2025-03-14T19:34:27.000000+0000,Public
6794387565735773186,dr.deamaulidia,dr.Dea♥️ Dokter Laktasi,Hobi Jalan2 sama bocil 💕 Dokter Konsultan Laktasi & Konselor MPASI Sharing seputar Ibu dan Bayi IG: @deamaulidia Konsultasi klik ⬇️,false,1248,29500,337,498500,2020-02-17T12:13:50.000000+0000,Public
6889447047134020613,dr.ezzatofficial,Ahmed Ezzat,دكتور أحمد عزت أخصائي أمراض النساء والتوليد Dr. Ahmed Ezzat د. أحمد عزت,true,116,3800000,1810,41700000,2020-10-30T16:13:10.000000+0000,Public
7131571589069915137,dr.giovanniabraham,dr. gio | Skincare Educator,📚Based On Research 🎖️Your Educator 🥼Doctor  Glow Hacker✨ 📞0878-6477-6040 (Rai),false,495,986300,1830,25000000,2022-08-14T03:40:03.000000+0000,Public
6789618337900971009,dr.harun.albar,Dokter Spesialis Anak,@brawijayaantasari  @kmchospital_  @murniteguhpejatenjakarta business inquiries +6285183230174,false,378,58400,253,256800,2020-02-04T15:46:47.000000+0000,Public
6989232629896905730,dr.ihsanbiren,dr.ihsanbiren,"Dokter, Aktivis, Santri 🇮🇩 Jakarta, Indonesia",false,81,37100,246,577300,2021-07-26T13:52:11.000000+0000,Public
6882046558528701442,dr.indratarigan,Doa ibu persada,kolaborasi wa admin:  081376910855,false,1,2000000,1159,36000000,2020-10-10T17:35:29.000000+0000,Public
7468606629014799368,dr.kamelianew,Dr.Kamelia NEW,SILAHKAN ANDA KIRIM 📤 DM / HUBUNGI NO SAYA DIBAWAH UNTUK BANTUAN-NYA pasti Langsung saya RESPON 🥰 𝗪𝗵𝗮𝘁𝘀𝗔𝗽𝗽 👇🏻,false,0,25400,15,41100,2025-02-07T09:28:08.000000+0000,Public
7368360766443586565,dr.mulya.spog.mkes,Dokter Mulya,@Ayu harisyah,false,24,247100,783,7200000,2024-05-13T06:02:59.000000+0000,Public
1690231010049026,dr.ndreamon,Andreas Kurniawan | Psikiater,Psikiater yang suka bercanda Host @pod.ruangtunggu Buku: linktr.ee/ndreamon,true,145,124200,381,2800000,1970-01-05T13:18:57.000000+0000,Public
6642678204002533378,dr.okypratamaa,Dr. Oky Pratama REAL,Founder Benings Group 2nd : @dr.okypratamaa_kedua  Beli Online 👇🏻,false,141,3300000,777,75500000,2019-01-04T16:24:01.000000+0000,Public
7106315463274316826,dr.okypratamaa_kedua,dr.okypratamaa_kedua,Akun Kedua Akun Utama @Dr. Oky Pratama REAL  Bening’s Group,true,202,3300000,1569,123300000,2022-06-07T02:13:23.000000+0000,Public
6776770422790816774,dr.patricio_ochoa,Dr. Duck,"MD Longevidad,antiaging  mejoría personal biohack Insta: @dr.patricio_ochoarb",false,62,1000000,438,16500000,2020-01-01T00:50:19.000000+0000,Public
7347987443239044103,dr.pongevidencebased,Dr.PONG เรื่องผิวเห็นผล,📍Account Official (ช่องจริงหมอพงศ์) เวชสำอางสำหรับคนเป็นสิวผิวบอบบาง 👨🏻‍⚕️🩺,false,8,241000,1890,1800000,2024-03-19T08:24:05.000000+0000,Public
6625054965583577090,dr.radiastomo.spog,Dokter Radiastomo SpOG,Praktek 🏥 USG 4D Karawang 🏥 RS Hermina Karawang 🏥 RS Permata Keluarga,false,151,130000,300,231200,2018-11-18T04:36:51.000000+0000,Public
6926386819190621185,dr.rinaldhuhri.chkn,Dokterbrewok,ig dr_brewok Reservasi admin klinik Alamat: maps dr rinal dhuhri cilodong depok Di Cp 082317878980,false,217,1300000,1293,18000000,2021-02-07T05:18:21.000000+0000,Public
6591811759240708097,dr.rusydina,Dr Rusydina | Skin & Hormones,"Women's health, hormones, skin explained. Skincare💅🏻 and make up 💄for 40's For👩🏻‍⚕️ consultation : 📍 @KLINIK AURORA SRI GOMBAK",false,765,74800,1286,728600,2018-08-20T14:36:14.000000+0000,Public
6904171311984739330,dr.tuluss,dr.tulus,"",false,1563,469700,2381,6200000,2020-12-09T08:30:50.000000+0000,Public
6792506054334792705,dr.ziee,"dr. Yessica Tania,dpl AAAM","Skincare,Aesthetic Expert & Millenial Mom CP : Christina-081337466678",true,5,1800000,1981,63300000,2020-02-12T10:32:36.000000+0000,Public
6823864291223176197,dr_ahmed_ashraf,الدكتور احمد اشرف,حائز على لقب أفضل صانع محتوى فئة الصحة في الوطن العربي 2025 (قطر🇶🇦) اضغط هنا للاعلانات⬇️,true,3,5300000,4762,59200000,2020-05-06T22:38:35.000000+0000,Public
6808124243423855618,dr_dhilla91,Dr dhilla,"DOCT D CLINIC Jln darussalam, Lhokseumawe (Aceh) +62 821-8044-4819",false,1580,50200,883,295300,2020-03-25T12:39:09.000000+0000,Public
6916770173203153921,dr_ekles,Dr Ekles,GRATIS ‼️  KONSULTASI/ORDER ke @Dr Ekles Skincare  JOIN AFFILIATE ke @Dr Ekles Skincare  DAPATKAN KOMISI PULUHAN JUTA + JALAN2 LUAR NEGERI. KLIK LINK DI👇🏻👇🏻,true,92,1300000,1844,6200000,2021-01-12T07:20:51.000000+0000,Public
6803711564232852485,dr_gzo,دكتور غزو,Dr Gzo 💉🩺💊 دكتور غزو İnstagram: dr.gzo0 For business inquiries: +905368261596,true,6,7500000,815,188500000,2020-03-13T15:15:42.000000+0000,Public
7015221907697091586,dr_kece,Edukasi Kesehatan,Konsultasi Kesehatan Via Live,false,252,104700,288,710300,2021-10-04T14:43:52.000000+0000,Public
6816919455475958785,dr_komang_artawan_spa,Dokter Anak Borneo,"",false,455,109400,599,1200000,2020-04-18T05:29:04.000000+0000,Public
6960989014095266818,dr_tompi,dr_tompi,BEYOUTIFUL CLINIC  GEUT skin care,false,13,310400,54,409300,2021-05-11T11:12:32.000000+0000,Public
6786955121688757249,drchubby,DokterGigiSatria,🛒 Oralcare - Skincare - Headcare - Bodycare (biasa aku pakai)  📍Praktek Jl. Gubeng Kertajaya VA / 20 Surabaya 📞 08-1818-1919-51 (admin),false,34,866400,3206,26500000,2020-01-28T11:32:09.000000+0000,Public
6849509188491461633,drdinda_venusglow,dr Dinda Dokter Kecantikan,"Edukasi Kecantikan, Kesehatan & Hukum Kesehatan dr.Dinda Yuliasari, M.Biomed(AAM),CIBTAC,C.Ht MH kes ⚖️💉wannabe",false,85,18700,1285,512000,2020-07-15T01:13:53.000000+0000,Public
7194966255480652826,drdionsky,Doctor Dee,dr. Christian Dion Saelan || Penyakit Dalam Edukasi Kesehatan Belajar Bareng👇👇,false,545,263700,829,1700000,2023-01-31T23:43:44.000000+0000,Public
7081556138927801345,drdzulkeflyahmad,Dr Dzulkefly Ahmad,Menteri Kesihatan Malaysia Ahli Parlimen Kuala Selangor,false,95,21100,1208,316200,2022-04-01T08:54:33.000000+0000,Public
7016507082955047942,drelliephillips,Dr. Ellie Phillips,"Preventive dentist helping heal teeth naturally! Austin, Tx | Zellie’s Founder",false,90,846000,836,8100000,2021-10-08T01:51:00.000000+0000,Public
6989267610086032385,drernaofficial,er-1 by dr. Erna,dr. Erna Official Personalized Beauty by dr. Erna Purnamasari Click to Shop 🔽,false,0,38700,1880,117900,2021-07-26T16:07:56.000000+0000,Public
6806678564113794053,drfood.worldwide,Dr. Food,Flio Order NOW  ⬇️⬇️,true,1,8700000,1056,146300000,2020-03-21T15:09:11.000000+0000,Public
6774294049937277954,drg.dryan,drg. Adrian Rustam,🦷Dokter Gigi🦷 👨‍⚕️Sharing tips gigi sehat & kuat 🔬😜 Berbasis Sains But Fun,false,273,117900,244,2400000,2019-12-25T08:40:43.000000+0000,Public
6935983277448053761,drg.nihlah,drg.nihlah,"IG : @drg_nihlah location : find me on google Jl.Hamid Rusdi, Bunul MALANG 0B2254B477O7",false,47,80000,2251,3500000,2021-03-05T01:57:30.000000+0000,Public
7491712868170777607,drg.rabithahnasution,Rabithah | Dokter Gigi Siantar,"📌 Klinik Kimia Farma       Jl. Kartini, Pematangsiantar ⏰  Senin-Jumat (12.00-18.00) Reservasi via WA 0822-7543-0744 👇",false,0,18300,218,302800,2025-04-10T15:52:09.000000+0000,Public
6798726033719297026,drg.ranigifandaa,dokrann | dokter gigi cirebon,🦷 Dental Educator | Healthcare Creator ❤️ Sahabat Gigi kamu 🦷 Bantu kamu atasi masalah gigi 🫶 📍 Klinik My Dentist Cirebon 📍 Praktek Dokter GDC Cirebon,false,38,21000,1015,814900,2020-02-29T04:49:18.000000+0000,Public
7141304616570569730,drg.stephanie,DokterGigiAmbon,"drg. Stephanie Rehatta,MM IG : @drg.stephanie (username) ☎️ WA :  +6281251935210",false,889,15100,64,44400,2022-09-09T09:09:10.000000+0000,Public
6967153822884922369,drgfira,Drg. Fira | Dokter Gigi Malang,🦷A Passionate Mom-Dentist  ❤️ Suka cerita cara merawat gigi sejak dini 📍Malang | Lokasi praktek : DM,false,211,21700,164,652900,2021-05-28T01:55:09.000000+0000,Public
7005781707618812933,drgiammattei,DrGiammattei,Presidente Constitucional de la República de Guatemala 2020-2024. Cuenta oficial,true,6,212200,420,2000000,2021-09-09T04:11:04.000000+0000,Public
6782707847907312641,drgigawelina,doktergigi.Welina82,ibu 44th dokter gigi  jembrana BALI🏝 suami dr.i gede eka Sp.An,false,135,27500,1413,358300,2020-01-17T00:50:33.000000+0000,Public
6778460955069187073,drgmaesa,Dokter Gigi Kamu,Praktek di @maesadental cbg Tangerang & Jaksel  Reservasi via WA 0813 9804 7477,false,74,138000,482,1300000,2020-01-05T14:10:27.000000+0000,Public
7107101640692089857,drgputrirahmina,Drgputrirahmina,Dentist | Content Creator | Dental Health Educator Business Inquiries 👇👇,false,61,325100,229,16100000,2022-06-09T05:04:09.000000+0000,Public
6780937220071113730,drh.ghulam,Dokter Hewan Ghulam,Dokter hewan/Update kasus seputar hewan/Tips pemeliharaan hewan/Sharing2/kerja sama: +62 895-3092-3205/JOGJA,false,121,22200,974,10500000,2020-01-12T06:19:37.000000+0000,Public
6807758573721469958,drhossamabolatta,Dr. Hossam Abolatta,Plastic Surgeon  بروفيسور  جراحه التجميل,true,399,4500000,1720,46500000,2020-03-24T13:00:10.000000+0000,Public
6832293975057384453,drhtetwin,Dr. Htet Win,Facebook ကတော့ Doc Htat ပဲဖြစ်ပါတယ်။ Like & Follow လုပ်ထားပါလို့ အကြံပြုပါတယ်။,false,600,2800000,514,17000000,2020-05-29T15:50:03.000000+0000,Public
7297653583875900422,drinqalabfareed,Dr. Inqalab Fareed,Dentist | Implant Surgeon | Health Speaker  For an appointment: ☎️ +923058884378,false,58,86700,394,1000000,2023-11-04T17:03:01.000000+0000,Public
7487796242912199688,drkamvnofficial,DrKam Vietnam Official,📍 Follow để SỐNG KHỎE CÙNG CHUYÊN GIA !,false,29,11000,361,210900,2025-03-31T02:33:38.000000+0000,Public
6563421123416080386,drkevinmak,dr. Kevin Mak,💊 Dokter Vitamin & Suplemen 🧬 Bantu kamu ga salah pilih vitamin ⬇️ Cek ini dulu sebelum kamu beli vitamin,true,143,4200000,4269,114500000,2018-06-05T02:26:04.000000+0000,Public
7241074994654315525,drmomdiary,Dr.Mom,สุขภาพดีสมวัยไปกับหมอแม่ สั่งสินค้าดอกเตอร์มัมในตะกร้า/ไลน์: @drmomdiary 💜,false,9,667300,1091,21400000,2023-06-05T05:49:11.000000+0000,Public
6510083666160304130,drrezagladys,dr Reza Gladys,doctor.  owner @Glafidsya Skincare @Glafidsya Glow,true,154,7000000,1621,199700000,2018-01-12T08:49:30.000000+0000,Public
6804731766209807361,drrichardlee,"dr. Richard Lee, MARS, ph.D","dr. Richard Lee,MARS official account Aesthetic doctor @klinik_kecantikan_athena",true,153,6400000,2988,177400000,2020-03-16T09:14:37.000000+0000,Public
6733411899843314693,drshabduallah,شريف عبدالله - Sherif Abdallah,شريف عبدالله، دكتور بمجال تصنيع الدواء ، التواصل واتس فقط 01001014046,false,1,2100000,2003,23200000,2019-09-06T04:37:06.000000+0000,Public
6786123572127056897,drtrangiakhanhbs1,Bác sĩ Trần Gia Khánh Da Liễu,Cần tư vấn da tìm ZAHAN CLINIC trên F ở B ò Hotline đặt lịch khám trực tiếp:  039 336 9009 - HN hoặc 079 336 9009 - HCM,true,532,716800,3110,4300000,2020-01-26T05:45:19.000000+0000,Public
6789620921390269445,ecenazucer,Ecenaz Üçer,İnstagram: @ecenazucer ecenaz.ucer@gamesmedya.com,true,162,937000,256,7200000,2020-02-04T15:56:49.000000+0000,Public
7498662942151214097,ekaprana.sutan,Dokter Ekaprana Sutan,"Spesialis Penyakit Dalam, Konsultasi  -> WA : 081362053528",false,324,21400,790,123700,2025-04-29T09:21:59.000000+0000,Public
6710781623627908097,ekidarehanf,Ekida,IG @ekidarehanf ☺️ Medical Doctor 💉 For Business Inq WA 📲 +62 851-1155-0599 ⬇️ SPlLL LlNK DI Bl0 lG AKU,true,3560,1400000,2382,86000000,2019-07-07T05:00:04.000000+0000,Public
6793326307972809729,embull_the_circle.real,embull_the_circle.real,"CEO of ""PAAHHHH embull niihhh” BA @Mr.Vet Indonesia Video harian embull di IG ya",false,458,2600000,3696,72300000,2020-02-14T15:35:36.000000+0000,Public
7343157430551036934,evoke.indonesia,Evoke,Sabun rasa skincare 🛀 shop now👇🏻,false,1,114600,680,3700000,2024-03-06T08:01:11.000000+0000,Public
6877198609813865473,fainna.safitri,Fainna Safitri | Psikolog,Psikolog Bandung  ✨ Counseling | Talkshow | Training ✨ Mental Health • Parenting • Work-Life Harmony ☎️ 085861576676  Outfit & Beauty inspo at my showcase ⬇️,false,73,17300,259,193500,2020-09-27T16:02:58.000000+0000,Public
7249714467510961154,fairjuliatiktok,fairjuliatiktok,Health and Personal Care | Live Commerce Host,false,1365,36500,2240,105300,2023-06-28T12:34:45.000000+0000,Public
7157128675249996826,fajaristikomah,Dokterhewan,No bio yet,false,3828,35600,535,481600,2022-10-22T00:34:36.000000+0000,Public
19884358,fauzaannibras,Fauzan Nibras | Dokter Gen Z,kemasan gen z dalam bentuk dokter 🙏 10k in gasii daget deh ig:fauzaannibras/link di bawah 👇,false,230,12300,214,4200000,1970-01-01T00:00:00.000000+0000,Public
6921378121346532353,felixwinata15,dr. Felix Winata,"Ocehan seputar Estetik dan pribadi✌️ 📍SBY / JKT , ID",false,152,10600,39,72500,2021-01-24T17:22:02.000000+0000,Public
7005842339525674011,fransherywidjajamd,FransHerywidjaja MD,"Eye rejuve specialist ,  has handled more than 1100 eyebag cases and will stop after 2000 cases Korean ,Taiwan Sertificate",false,545,425200,2297,5100000,2021-09-09T08:06:21.000000+0000,Public
7050075919487501338,gelarsramdhani,Dokter Gigi Gelar S. Ramdhani,"drg. Gelar S. Ramdhani, Sp.RKG Majalengka, Jawa Barat Grup WA 0813-2214-3148",false,640,12600,231,232500,2022-01-06T12:55:14.000000+0000,Public
6765512476190376961,gerryprayudi,Gerry Prayudi,"",false,20,127200,21,5400000,2019-12-01T16:43:44.000000+0000,Public
7242139761241621510,giapratamamd,dr. Gia Pratama,[Akun TikTok Official dr. Gia Pratama] Pengabdi Kemanusiaan. Penulis #GiaStory,false,33,1200000,518,21600000,2023-06-08T02:41:02.000000+0000,Public
7408415868847555589,glad2glow.cleansing,Glad2Glow.Live,"G2G Official Store Kulit Bersih Maksimal, Glowing Natural! #Let'sGlowTogether",false,0,131400,1688,1100000,2024-08-29T04:37:15.000000+0000,Public
7158760513119552539,gmeelan.official.shop,GMEELAN.Official.Shop,"Explore the World, Save Skin From Dullness",false,69,1700000,248,12300000,2022-10-26T10:06:58.000000+0000,Public
7593263823508079632,hailafnpcoo,deakesehatan,semoga yang follow orang tua SEHAT banyak REZEKI 😇🤲,false,2,41800,26,98600,2026-01-09T07:41:43.000000+0000,Public
102314844283883520,haneenelosaime,Neenaaa🦋 حنين العصيمي,🇲🇦/🇸🇦 📍🇪🇬 شايفاك ياللي مش عاملي فولو عالinstagram😡 🍉❤️ MINI Dr.👩🏻‍⚕️,false,1117,899800,2438,43000000,1970-10-03T17:13:51.000000+0000,Public
7235574585882035246,hannah_bhiatt,hannah_bhiatt,doing a little bit of everything and somehow making it work 🤩 💌dave.valkenburg@grail-talent.com,true,0,583000,1839,14500000,2023-05-21T10:04:48.000000+0000,Public
7007502664344044549,hatemsettin,Hatem settin حاتم ستين,طبيب الخيل 🇪🇬horse doctor Biggest influence about horses in the world,true,21,3200000,851,39300000,2021-09-13T19:29:15.000000+0000,Public
6901620386871100418,hnh.skincare,H&H Skincare,HNH Skincare by dr.Kamila Jaidi Konsultasi Dokter Gratis--> 08111189249,true,24,1500000,4889,6800000,2020-12-02T11:31:56.000000+0000,Public
6796691718349227010,huyyybe,Huyybe,Dr for work Huyybe@gmail.com IG: Huyybe,false,332,148400,620,5300000,2020-02-23T17:15:07.000000+0000,Public
6784508916287800325,ideale_dental,Стоматологія IDEALЕ🦷❤️,"Лікуємо карієс, вирівнюємо прикус , безболісно видаляємо зубки мудрості ультразвуком, ставимо вініри, лікуємо уві сні дорослих і діточок і все це з гумором🦷❤️",true,14,3100000,1734,71000000,2020-01-21T21:19:37.000000+0000,Public
7400593516920226821,ikhsanqthii,"Ikhsanqthii, MD",(Memang) Dokter Tonton Podcast aku disiniii 👇,false,183,973100,1312,104800000,2024-08-08T02:42:31.000000+0000,Public
7025324822026044421,iliridak,Ilirida krasniqi,Master of science in dental surgery Contact: Contact@iliridastudio.com IG: iliridakrasniqi,false,184,180200,477,5700000,2021-10-31T20:08:20.000000+0000,Public
6948732932094624770,immacantikkk,Dokter Bingung 🦄💊💉👩🏻‍⚕️🩺,sukanya ngasih tauk🫰🏻 CP : DM IG (immacantik),false,209,147400,874,3700000,2021-04-08T10:32:41.000000+0000,Public
6763441545574499329,immanuelgawi,Dokter imm,IG : immanuelgawi_,false,123,139000,4532,3100000,2019-11-26T02:47:28.000000+0000,Public
7331769732318725125,info.diabetes,Edukasi Kesehatan,Solusi KESEHATAN pada Tubuh Anda konsultasikan - JOINlive Wa 0889 7103 0934,false,846,25500,1387,2400000,2024-02-04T15:31:05.000000+0000,Public
7136007248874521606,info.kesehatan.idn,Info Kesehatan IDN,Menyajikan Informasi Seputar Kesehatan,false,2,40200,502,362500,2022-08-26T02:32:40.000000+0000,Public
7458607621713871873,info.kesehatanid,Info KesehatanID,Clipper Edukasi kesehatan yang berharap bisa memberikan manfaat 🌻,false,61,57400,202,2900000,2025-01-11T10:46:53.000000+0000,Public
7269977113163154437,info_bnnri,Badan Narkotika Nasional RI,📞 Call center 184,true,164,59200,1290,478400,2023-08-22T03:04:10.000000+0000,Public
7158073038398538778,infokesehatan12,INFO KESEHATAN DAN KECANTIKAN,"",false,0,31100,577,411200,2022-10-24T13:39:12.000000+0000,Public
