username,video_id,description,predicted_label,predicted_confidence,check_this,method,reviewed_at
bidancynthia,7620412762782469397,Hpl Mei kebagian JK apa ni bum? Baby boy/girl? Kalo aku masih surprise pas usg posisi gemoynya tengk,not_health,1.0,False,manual_labeled,
ikhsanqthii,7662024159127407873,Day-2,not_health,1.0,False,manual_labeled,
bidancynthia,7660392948533579029,Kerjaanya bayi pipisss terus sampe boros tisu basah #tisubasahbayi,not_health,1.0,False,manual_labeled,
itsdoktermuda,7671901187821554961,"Kalo bayi udah dibiasain screen time tanpa aturan apalagi keseringan, lama-lama bisa jadi gampang ta",health,1.0,False,manual_labeled,
drrichardlee,7594035593504443668,❤️❤️,not_health,1.0,False,manual_labeled,
dokter.harmonospanak,7621322575481802005,ga cuma mobil ambek motor thok !,not_health,1.0,False,manual_labeled,
dokter.reni.anak,7605560395117448469,"🦟DBD itu nyata, tiap tahun kasusnya tidak pernah “0” alias selalu ada.❗️Tapi tidak semua orang mampu",health,1.0,False,manual_labeled,
dr.ziee,7654198547910380807,"Kalau kulit kamu gampang jerawatan, bukan berarti kamu harus diet ekstrem atau takut semua makanan y",health,1.0,False,manual_labeled,
dokteramiraobgyn,7642343702920219912,keputihan terus menerus dan nyeri saat berhubungan intim!jangan sampai mulut rahimmu seperti ini #ka,health,1.0,False,manual_labeled,
dokter.harmonospanak,7611580607289642261,,not_health,1.0,False,manual_labeled,
roozzaak,7679714657971522836,#stitch dengan @LAPAK VIRAL #fyp #fypシ #DokterGemoy #edukasi,health,1.0,False,manual_labeled,
aymanalts,7644017031829884178,Abis buat 1 album,not_health,1.0,False,manual_labeled,
aliphildan,7604013149087354119,makin banyak aja kerjaan gue☺️ makasiih yaa @Arrofi ramadhan @annsekar sudah mempercayakan ke doklip,health,1.0,False,manual_labeled,
roozzaak,7651412727847570709,Membalas @Kedai Telaga Warna #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
giapratamamd,7591077236019662101,LALAT IJO PARKIR MUNDUR. Podcast Radityadika dan dr. Gia Pratama. part 12.,health,1.0,False,manual_labeled,
roozzaak,7618019433612627220,Membalas @ekakusrina #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
itsdoktermuda,7596350661348887828,"(Revisi: bukan menarget space epidural, tapi subarachnoid) Spinal anesthesia itu adalah bius setenga",health,1.0,False,manual_labeled,
roozzaak,7615497117267774741,Membalas @mamadesti&alesya #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
dionharyadi,7602759618917322004,"Sama juga dengan asap polusi sebenarnya, solusinya apa?Untuk sementara: menghindari sebisa mungkin d",health,1.0,False,manual_labeled,
wishdrboyke,7623367131802897672,"Hati-hati! Stress berlebih bukan cuma bikin pusing, tapi bisa bikin ""si Joni"" jadi kuncup! 🛑🧠 ​Banya",health,1.0,False,manual_labeled,
drkevinmak,7648290096608857352,"Keputihan yang tidak normal bisa bikin nggak nyaman, gatal, mengganggu aktivitas, bahkan membuat seb",health,1.0,False,manual_labeled,
itsdoktermuda,7671926492288322817,"Share ke yg suka nyepelein gerdd (Kalo kamu dokter, pengen ngonten tapi bingung mulainya, ebook “Mul",health,1.0,False,manual_labeled,
aymanalts,7674597443714977042,UVC ya namanya #CapCut,health,1.0,False,manual_labeled,
aymanalts,7597455485712747794,,not_health,1.0,False,manual_labeled,
bidancynthia,7643035436251729173,Dulu sempet parodi in ini sekarang bener relate ngerasain 😭,not_health,1.0,False,manual_labeled,
itsdoktermuda,7676682670729989392,"Mas yassir ini sudah ga pipis lagi, karena darahnya ga disaring sama ginjal. Buat kita yg masih bisa",health,1.0,False,manual_labeled,
drrichardlee,7617329417924119816,DOWNLOAD 25: DOSA INI DI ANGGAP SEPELE?! PADAHAL SIKSA KUBURNYA SADIS!! Managed by Admin,not_health,1.0,False,manual_labeled,
dokteramiraobgyn,7638666131733040392,apakah dirumah anda ada perempuan menopouse yang hidup bersama anda dan tiba2 keluar darah dari jala,health,1.0,False,manual_labeled,
gelarsramdhani,7636005323840425224,Edukasi kesehatan dari petugas kloter KJT 06 untuk jemaah haji Indonesia khususnya kloter KJT 06 Kab,not_health,1.0,False,manual_labeled,
dokter_ika,7592463866781551890,Replying to @nugra Selalu kritis merespon iklan-iklan supaya kamu terhindar dari overclaim dan bahan,health,1.0,False,manual_labeled,
wishdrboyke,7615620569865669895,Waspada! Area sensitif bisa jadi sarang bakteri kalau cuma dibersihkan pakai tisu. Ternyata pengguna,health,1.0,False,manual_labeled,
giapratamamd,7594350601484438802,"Banyak orang merasa “usus kotor”, padahal istilah itu keliru. Yang biasanya kamu rasakan sebenarnya ",health,1.0,False,manual_labeled,
dokter_ika,7639983083319479559,"Siapa yang mengalami? biasanya baru sadar setelah terjadi “ketergantungan toksik”, kulit jadi lebih ",health,1.0,False,manual_labeled,
ikhsanqthii,7678647164427341072,Replying to @annisa begitu 👍,health,1.0,False,manual_labeled,
bidancynthia,7666022291272420628,"Jangan takut imunisasi Bunda☺️ ricy after imunisasi nangis” bobo,nangis dikit bobo lagi, rewel dikit",health,1.0,False,manual_labeled,
aliphildan,7625524264485113096,sumpa jangan salahin gue san😐☝🏻,not_health,1.0,False,manual_labeled,
tirtacipeng,7658082702930873620,Menyambut pagi di hari jumat. Lari lanjut kalistenik.,not_health,1.0,False,manual_labeled,
aliphildan,7612584629958135058,luar biasa semangat ibadahnya jamaah disini😭🤲🏻✨,not_health,1.0,False,manual_labeled,
roozzaak,7601420256191761685,Membalas @RANI #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,1.0,False,manual_labeled,
doktermatahendra,7677140151973334280,Mata minus tinggi bisa bikin retina lepas? 👁️👓 Ya Fakta. Mata minus tinggi dapat meningkatkan risiko,health,1.0,False,manual_labeled,
tirtacipeng,7621398739583880469,"Cowok cowok yang kulitnya mbladus, tonton video ini!",health,1.0,False,manual_labeled,
roozzaak,7651828595115052309,Membalas @ayuwidyawati46 #fyp #fypシ #DokterGemoy #kassa #kasalidahbayi,health,1.0,False,manual_labeled,
dokteramiraobgyn,7675619200429346055,kisah seorang ibu yang kuat dg kanker payudara dan kanker ovarium,health,1.0,False,manual_labeled,
ikhsanqthii,7663709753767415060,Replying to @Zifana inilah alesan kenapa ngucek mata bisa bikin silinder 👍,health,1.0,False,manual_labeled,
drkevinmak,7593991559406816530,Replying to @saadah Jerawat di dagu itu seringnya bukan soal skincare.” Kalau jerawat munculnya di d,health,1.0,False,manual_labeled,
roozzaak,7641034635115236628,Terlebih lagi Apoteker yang belajarnya bertahun-tahun 🥹 #fyp #DokterGemoy #apoteker #farmasi #nakes,health,1.0,False,manual_labeled,
aliphildan,7650005654043757832,#jff #fakesituation⚠️,not_health,1.0,False,manual_labeled,
aliphildan,7648588842672475410,"Pernah lagi nyaman2 mau tidur, eh tiba2 kerasa kayak kepleset atau jatuh dari ketinggian, terus bada",health,1.0,False,manual_labeled,
dokter_ika,7629199538196188434,Replying to @Destri Ana32 Pejuang jerawat harus perhatikan faktor ini #acneprone #skincarenonkomedog,health,1.0,False,manual_labeled,
bidancynthia,7644543477488864532,"Transisi Dari Hamil sampai gemoy udah meluncuuur, 🥹haai bunda onlen aku lahir tgl 20mei ada yg samaa",not_health,1.0,False,manual_labeled,
dokter.harmonospanak,7638304524288937236,ACI PUSAT Telp.WA +6285108110003website :https://ayocerdas.com/,not_health,1.0,False,manual_labeled,
dokteramiraobgyn,7592298261206011157,#padahariini 3tahun lalu konten perama umur 23 tahun hamil anak ke 7 #dokterobgynpedalaman#papua#FYP,not_health,1.0,False,manual_labeled,
aliphildan,7599588789459242247,perdana bgt jadi bidan kucing✨👍🏻 @Doklip normal & Sume’eh,not_health,1.0,False,manual_labeled,
dokter.harmonospanak,7623025324334386453,Salah satu latihan otot tungkaiAnda tua tapi lincah,health,1.0,False,manual_labeled,
drkevinmak,7677419574941224200,"Buat kamu yang punya hipertensi atau kolesterol, jangan asal pilih suplemen! D3K2 bisa jadi salah sa",health,1.0,False,manual_labeled,
ikhsanqthii,7655920520289946901,😊,not_health,1.0,False,manual_labeled,
dokter_ika,7676270529707248904,"Masih ada modus begini? Atau ada juga yang ada pilihin krim malamnya, krim malam BPOM dan krim malam",health,1.0,False,manual_labeled,
aymanalts,7626722335860477191,Are you ready for the next boyband?? #SaLiMan,not_health,1.0,False,manual_labeled,
drgfira,7637915935059332359,"Kala itu cari kerja memang susah. Dalam bayangan, begitu lulus auto mudah cari kerja. Kan Indonesia ",not_health,1.0,False,manual_labeled,
aymanalts,7659053726908288263,#stitch with 7657395416731831570,health,1.0,False,manual_labeled,
aymanalts,7678892133863984391,#stitch with 7675424938970385684,not_health,1.0,False,manual_labeled,
dokter_ika,7601110114854030610,#belajarbersamadrika #edukasidokterika #stoppenyalahgunaanobatkeras #jagakulitmu,health,1.0,False,manual_labeled,
aymanalts,7666502022132288776,#stitch with 7648445891589737735,not_health,1.0,False,manual_labeled,
roozzaak,7634389810832035092,Membalas @꧁༒☬𝓐𝓷𝓸𝓷𝔂𝓶𝓸𝓾𝓼☬༒꧂ #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
ikhsanqthii,7648299375352990992,Kasian.,not_health,1.0,False,manual_labeled,
tirtacipeng,7643769966390512917,"Buat yang masih bingung tentang susu, tonton biar pada paham & gak bingung lagi @Greenfields Indones",health,1.0,False,manual_labeled,
dr.deamaulidia,7656811618860322066,Rekomendasi hotel kids friendly di jakarta @PT SUNTER LAKESIDE HOTEL TBK 🤍 Seru banget nginep disini,not_health,1.0,False,manual_labeled,
dokteramiraobgyn,7615196997955407125,banyak perempuan sepelekan hal ini padahal dampaknya parah untuk area miss v @Clogent#CLOGENT#Underw,health,1.0,False,manual_labeled,
drkevinmak,7592563740189428999,Usia 25 tapi belum pernah minum astaxanthin? Bukan salah kamu—kebanyakan baru mikir antioksidan sete,health,1.0,False,manual_labeled,
wishdrboyke,7636366143229299975,3 hal yg membuat kamu dapat nyoba banyak variasi gaya sama pasangan saat usia tua. PENASARAN apa saj,health,1.0,False,manual_labeled,
bidancynthia,7617755174823644436,"Hpl mei mana suaranyaaa , bubid kebetulan udeh 30 week ae. nah semangat buat bunda semua apalagi yan",not_health,1.0,False,manual_labeled,
aliphildan,7604816011224812808,day 1 jadi warga jakarta✨😚,not_health,1.0,False,manual_labeled,
ikhsanqthii,7652615074300939521,Hikmah yang bisa diambil: beliin tiket konser 👍👍,not_health,1.0,False,manual_labeled,
drkevinmak,7677974633685077256,Remaja butuh vitamin apa? Salah satu yang penting diperhatikan adalah vitamin D. Vitamin D3 berperan,health,1.0,False,manual_labeled,
aymanalts,7665189591552412946,,not_health,1.0,False,manual_labeled,
dokter_ika,7673437008861089032,Kalau sebuah produk dipromosikan dengan before after yang menunjukkan perubahan warna kulit beberapa,health,1.0,False,manual_labeled,
doktermatahendra,7619964331454680341,LASIK & SMILE Pakai Pisau Bedah? Serem Banget 😨😨... Tapi MITOS! 😁❌🔪Banyak yang masih maju-mundur mau,health,1.0,False,manual_labeled,
tirtacipeng,7662180207578664212,Sedikit edukasi soal energy gel @EJ Sport Store,health,1.0,False,manual_labeled,
ikhsanqthii,7669729097387396373,Jalan jalan 😎😎,not_health,1.0,False,manual_labeled,
dokternadiyah,7634564803020754196,"Kenapa sih banyak perempuan suka minuman manis kekinian? 🤔Karena rasa manis itu bisa ningkatin mood,",health,1.0,False,manual_labeled,
roozzaak,7664783195560267029,Membalas @Al haddad #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
dokternadiyah,7662017615086275860,"Haid Telat, Pasti Hamil? Belum Tentu! 🤔Terlambat haid sering kali langsung dikaitkan dengan kehamila",health,1.0,False,manual_labeled,
drkevinmak,7631595770063473927,Replying to @user6266264743800 Kalau minum magnesium malah bikin sembelit… kemungkinan kamu salah pi,health,1.0,False,manual_labeled,
aymanalts,7676686133547257096,#stitch with 7676442404878109972,health,1.0,False,manual_labeled,
tirtacipeng,7654979963812154644,Balance life.,not_health,1.0,False,manual_labeled,
dokter_ika,7664209421798591762,Obat ini untuk kasus kelainan kulit berat dan harus wajib dalam pengawasan ketat oleh dokter.. Kalia,health,1.0,False,manual_labeled,
drkevinmak,7644101147891911943,Replying to @Reski Ummu Salman pastikan kamu konsumsi jenis magnesium yang bener ya! Sayang udah kel,health,1.0,False,manual_labeled,
aliphildan,7634051548259077396,siapa mau bantu tante lalip ngelahirin inii eeh???✨,not_health,1.0,False,manual_labeled,
dokter.harmonospanak,7673328070152949012,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
roozzaak,7655178365640428820,Membalas @MIR🐼 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
aymanalts,7598508266544565522,#stitch with @Fbryanihp,health,1.0,False,manual_labeled,
ikhsanqthii,7644894664302071061,Jadi jangan remehin soal microsleep #microsleep #drIkhsan #aromakopi,health,1.0,False,manual_labeled,
roozzaak,7597396697588845832,"Dia (kendaraan) juga butuh mandi, sama seperti kita. Sayangnya dia tidak bisa mengeluarkan bau atau ",not_health,1.0,False,manual_labeled,
ikhsanqthii,7600694364729347348,Jadi begitu ya guys.. Semoga penjelasan dari dr @Gagah Buana Putra MD Sp. 🫀 juga bisa meluruskan 👍 d,health,1.0,False,manual_labeled,
dokter_ika,7600926567363136775,"Ingat negara kita beriklim TROPIS, Salah satu penyebab sulitnya penanganan Melasma atau hiperpigment",health,1.0,False,manual_labeled,
dokter_ika,7624173704574143751,Overclaim atau ada bahan berbahayanya??? Hati-hati mengklaim!!! #belajarbersamadrika #edukasidrika #,health,1.0,False,manual_labeled,
dokter.reni.anak,7667477783051914517,Salam dari maba FK UNAIR angk 2026,not_health,1.0,False,manual_labeled,
ikhsanqthii,7665500934675418389,Siapa yang udah pernah kena ambeien? 😅,health,1.0,False,manual_labeled,
doktermatahendra,7595811554596064519,"Apakah benar jenis kelamin anak Anda menentukan dia lebih mudah kena mata minus? Jawabannya benar, n",health,1.0,False,manual_labeled,
drkevinmak,7599661696671583495,Kalau kamu masih sering keputihan ga sih? Coba spill pengalaman kamu di komen ya ✅ #infokesehatan #k,health,1.0,False,manual_labeled,
dokter_ika,7645974476789648648,"Saat terbongkar, sibuk mencari simpati. Padahal yang seharusnya mendapat simpati adalah para konsume",health,1.0,False,manual_labeled,
bidancynthia,7668470940497366293,Ga kebayang excitednya 😭 alfatihah nenek ricy,not_health,1.0,False,manual_labeled,
bidancynthia,7656848503439674645,Ya Allah maaf 😭,not_health,1.0,False,manual_labeled,
ikhsanqthii,7661956792418700565,Gula bukan sembarang gula 😎😎,health,1.0,False,manual_labeled,
drkevinmak,7677425269786873095,"Replying to @Hi, Nad! Kalau kamu masih bingung, Vitamin D 4000 IU + magnesium itu diminumnya kapan d",health,1.0,False,manual_labeled,
drkevinmak,7665873729720782098,"Baru minum B complex, kok nafsu makan jadi meningkat? Tenang, hal ini bisa terjadi pada sebagian ora",health,1.0,False,manual_labeled,
doktermatahendra,7648129197747096840,Fakta atau Mitos: Begadang bikin minus cepat naik? 🤔🛏️👀 Fakta: - Kurang tidur terkait dengan risiko ,health,1.0,False,manual_labeled,
drkevinmak,7668522361007721736,"Buat kamu yang tiap pagi bersin-bersin karena alergi dingin, plis dengerin sampai habis ya! Bisa jad",health,1.0,False,manual_labeled,
bidancynthia,7654611462949752085,Alhamdulillah punya ibu yang sejalan dengan anaknya gada drama2 ini itu ini itu 😂,not_health,1.0,False,manual_labeled,
drgfira,7651979420063763730,Hayoo mama tim yang ngebolehin anak masih minum susu atau engga nih kalau sudah sikat gigi? 😌 #fyp,health,1.0,False,manual_labeled,
aliphildan,7674172237871582484,#stitch with @sumbarterkini_id Jujurly aku cukup tertarik dengan wacana ambulans udara dan flying do,not_health,1.0,False,manual_labeled,
dionharyadi,7615906662590795028,"1 lele, 2 tempe, 2 tahu, 3 hari?Dari kemaren heboh lele mentah untuk MBG. Saya ngerti maksudnya untu",health,1.0,False,manual_labeled,
roozzaak,7654101910433139989,Membalas @Red_valvet09 #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
drkevinmak,7642273287233342728,"Double chin kadang bukan cuma soal gemuk 👀 Postur, tidur, kebiasaan nunduk, sampai lifestyle juga bi",health,1.0,False,manual_labeled,
drkevinmak,7624168051876891922,"Scroll bentar jadi berjam-jam… tau-tau udah jam 2 pagi, mata capek tapi otak masih “lagi seru nih” H",health,1.0,False,manual_labeled,
dr.ziee,7635140801764297991,pilih sepatu anak itu ternyata nggak sesimpel “yang penting lucu”. Ada hal yang lebih penting justru,health,1.0,False,manual_labeled,
ikhsanqthii,7664562741671202065,Saya siap turun mendengar aspirasi masyarakat 🙏,not_health,1.0,False,manual_labeled,
bidancynthia,7673123229644475669,#asmr,not_health,1.0,False,manual_labeled,
dokteramiraobgyn,7591814936058137877,test pack positif jangan lupa usg #dokterobgynpedalaman#papua#fyp,health,1.0,False,manual_labeled,
roozzaak,7615509483376168212,Membalas @chen #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
bidancynthia,7670414126518127892,Diajak main siapa ya🤫,not_health,1.0,False,manual_labeled,
roozzaak,7599887523099184404,Membalas @kepiting 🦀 #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,1.0,False,manual_labeled,
roozzaak,7646345286457036053,Membalas @@DMA #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
roozzaak,7617289696858770709,Membalas @MamaHana #fyp #fypシ #DokterGemoy #edukasi #diapercream,health,1.0,False,manual_labeled,
roozzaak,7654001633516424468,Membalas @🅶ᴇͫᴍᷝᴏᷤ🆈 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
giapratamamd,7647511868348615956,"Sabar adalah kunci, karena hidup jarang sekali memberi hasil secepat keinginan kita. Sabar membuat k",not_health,1.0,False,manual_labeled,
drkevinmak,7631100649756757266,"Cepet capek, susah fokus… banyak yang kira cuma kurang tidur atau kebanyakan kerja 😵‍💫 Padahal bisa ",health,1.0,False,manual_labeled,
drkevinmak,7677423468052221202,"Usia 40-an, kok badan mulai kerasa banyak keluhan? Usia memang bertambah, tapi bukan berarti kesehat",health,1.0,False,manual_labeled,
dokter_ika,7607296640835243271,Merawat kulit pun demikian. Setiap langkah kecil yang kita lakukan hari ini sedang membentuk kualita,health,1.0,False,manual_labeled,
doktermatahendra,7661594317240175890,Penasaran apakah terapi Ortho K bisa menghilangkan minus selamanya? Singkatnya: tidak — tapi ada man,health,1.0,False,manual_labeled,
ikhsanqthii,7642359020430347537,Demikian sekilas info buat pertolongan pertama terpatuk ular 👍👍 TOLONG DISIMAK!,health,1.0,False,manual_labeled,
dokter.reni.anak,7595417388322049287,"✨Anak anak terutama balita rentan terkena HFMD (Hand and Foot Mouth Disease), bahkan bisa kena lebih",health,1.0,False,manual_labeled,
aymanalts,7660783258849791250,#stitch with 7660298050786643220,not_health,1.0,False,manual_labeled,
aymanalts,7677036195800681746,#duet with 7674816918607367445 #seruseruan,not_health,1.0,False,manual_labeled,
dokter_ika,7646794629630692616,HB seperti ini dugaan kuat melakukan penyalahgunaan obat keras seperti Hidroquinon dosis tinggi dan ,health,1.0,False,manual_labeled,
roozzaak,7642281992431734037,Membalas @dewycaca966 #fyp #fypシ #DokterGemoy #vitaminD #vitamind3,health,1.0,False,manual_labeled,
ikhsanqthii,7603204834275249429,Intinya kalau anak itu sering pi*isnya gak lancar coba liat bagian preputium (kul*p). Soalnya kadang,health,1.0,False,manual_labeled,
drkevinmak,7606298972164033800,Bekas jerawat nggak harus jadi ‘temen lama’ di muka kamu Pakai moisturizer yang bantu repair skin ba,health,1.0,False,manual_labeled,
dokteramiraobgyn,7604401957565926677,Akibat tidak pakai kb ya begini #dokterobgynpedalaman#papua#fyp,health,1.0,False,manual_labeled,
drkevinmak,7620114400501976328,Replying to @seojoonn_8 Umur 18 masih bisa nambah tinggi ga? Ini pertanyaan yang sering banget muncu,health,1.0,False,manual_labeled,
giapratamamd,7621023260838350100,Ini adalah sendi pergelangan kaki manusia. Pergelangan kaki mengingatkan kita bahwa hidup butuh kese,health,1.0,False,manual_labeled,
aymanalts,7651257727385128200,Jangan lakukan diskriminasi,health,1.0,False,manual_labeled,
giapratamamd,7671883856487697684,"Ini adalah mesenterium. Dulu, struktur ini hanya dianggap sebagai lipatan jaringan yang menggantungk",health,1.0,False,manual_labeled,
dokteramiraobgyn,7653429076815777031,jika sidia mendua waspadalah! kanker cervix mengintai anda para wanita yang bukan satu2 nya #fyp#,not_health,1.0,False,manual_labeled,
ikhsanqthii,7650284559845559573,Demikian 🙏,health,1.0,False,manual_labeled,
roozzaak,7671223025034857748,Membalas @xxx #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
aliphildan,7644781672860323090,Gue bener2 ga ngerti kenapa filter tiktok sebenci itu ama gueeeeeekk #jff #fakesituation⚠️,not_health,1.0,False,manual_labeled,
dokteramiraobgyn,7614889697801751829,14 tahun menikah begini endingnya #dokterobgynpedalaman#papua#fyp,health,1.0,False,manual_labeled,
giapratamamd,7599144556025711890,Ini adalah 2 saluran di dalam leher manusia. Tersedak makanan adalah salah satu penyebab kematian ya,health,1.0,False,manual_labeled,
roozzaak,7598034800804416775,Membalas @syasyaaputri #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,1.0,False,manual_labeled,
tirtacipeng,7643696595078368532,"Sekali2 ngajar di kelas 1 sd. Ini kebagian jadwal ngajarin hidup sehat, makan sehat dan olahraga ke ",not_health,1.0,False,manual_labeled,
roozzaak,7595977103368080648,Membalas @Dewi #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,1.0,False,manual_labeled,
drkevinmak,7629136826837585160,Sering ngorok tiap malam? Bisa jadi otot saluran napas kamu kurang relaks — salah satu yang berperan,health,1.0,False,manual_labeled,
dr.ziee,7600364324829334792,"Kalo kamu salah satu dari orang yang mengalami hal ini, tonton sampe abis. Jerawat yang muncul di te",health,1.0,False,manual_labeled,
dokter.harmonospanak,7635485955146714389,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,not_health,1.0,False,manual_labeled,
aymanalts,7646315462753799432,,not_health,1.0,False,manual_labeled,
dokternadiyah,7660181322752658709,"Tanda Persalinan Sudah Dekat, Apa Saja? 👶✨Menjelang hari persalinan, tubuh ibu biasanya mulai member",health,1.0,False,manual_labeled,
dr.ziee,7673419551169711378,"Eksperimen ini memang bukan representasi langsung kondisi kulit manusia, tapi bisa jadi gambaran bah",health,1.0,False,manual_labeled,
roozzaak,7634358819610496277,Tolong admin @TikTok Indonesia dibenerin lagi sistemnya jangan asal hapus begini 😪 #fyp #fypシ #Dokte,not_health,1.0,False,manual_labeled,
tirtacipeng,7671143934063693077,"Telapak tangan basah pertanda jantung lemah? Tonton video singkat ini yaaaa, mayan ilmu tipis2",health,1.0,False,manual_labeled,
aymanalts,7592854185784265992,#stitch with @bibainindonesia,health,1.0,False,manual_labeled,
bidancynthia,7671140444222328085,Tapi malah ngantuk EA #bayi2bulan,not_health,1.0,False,manual_labeled,
dokter.harmonospanak,7617605072423292181,,health,1.0,False,manual_labeled,
dokter_ika,7593986727543393554,Krim racikan yang terlihat “ampuh” sebenarnya sedang bekerja MERUSAK bukan memperbaikinya… #belajarb,health,1.0,False,manual_labeled,
tirtacipeng,7651880938359590165,Penjelasan superficial (singkat dan sekilas) soal penyakit autoimun.,health,1.0,False,manual_labeled,
aymanalts,7623214408893795602,,not_health,1.0,False,manual_labeled,
dokter_ika,7670812370326883602,Beberapa motif yang paling sering ditemukan adalah:1. Memberikan hasil yang sangat cepat - Konsumen ,health,1.0,False,manual_labeled,
aymanalts,7607471748140911880,,health,1.0,False,manual_labeled,
dokter_ika,7594734579613781256,"“Hati-hati membeli atau meracik sendiri krim, lotion, sabun perawatan kulit. Kulit bukan tempat uji ",health,1.0,False,manual_labeled,
drgfira,7642113254675844360,Gapapa kan? 🥹 #dentist #dentistlife,not_health,1.0,False,manual_labeled,
dokteramiraobgyn,7618809614326402325,hubungan sex sejak pacaran kutil kelamin di usia 22 tahun #dokterobgynpedalaman#papuapride #fyp,health,1.0,False,manual_labeled,
aymanalts,7664863145621490962,,health,1.0,False,manual_labeled,
dr.ziee,7598160561125330184,Ada tipe wajah yang nggak butuh effort berlebihan buat kelihatan mahal. Bukan karena satu fitur yang,health,1.0,False,manual_labeled,
roozzaak,7651818203475086613,#stitch dengan @AMAT MEDAN YG LAGI VIRAL NAIK #fyp #fypシ #DokterGemoy #edukasi,health,1.0,False,manual_labeled,
aymanalts,7660896303785889042,"Dalam memilih skincare, harus diperhatiin ya formulanya, jadi kita bisa tau hasilnya nanti beneran k",health,1.0,False,manual_labeled,
drkevinmak,7668558263440444680,"Buat yang masih bingung minum vitamin apa buat rambut rontok, boleh coba 3 tips di video ini! #rambu",health,1.0,False,manual_labeled,
dionharyadi,7666460814026624277,Mie ayam 🙏,health,1.0,False,manual_labeled,
aliphildan,7632933860258434324,kalo setahun ngekos bajunya ga dicuci sebulan(?)✨🦶🏻,not_health,1.0,False,manual_labeled,
ikhsanqthii,7670064389654940944,👍👍,health,1.0,False,manual_labeled,
dokter.harmonospanak,7665925001975057684,Jl.Airlangga 33 Apotek Diandra Mojosari Kab. Mojokerto cp.kak Fat. 0812 . 3024 . 6181#konsultasigrat,not_health,1.0,False,manual_labeled,
dokternadiyah,7607824969854110996,Cek! Ini dia tanda bahaya masa nifas! #edukasikesehatan #dokterkandungan #nifas #obgyn,health,1.0,False,manual_labeled,
spesialist.kesehatan,7605090807636299009,Cek kesehatan ginjal tanpa bantuan alat… #ginjal #tipssehat #gagalginjal #gagalginjalkronis #spesial,not_health,1.0,False,manual_labeled,
dokter.harmonospanak,7651905153750076693,Google Map tulis :Fellyta Fruit & Frozen Food,not_health,1.0,False,manual_labeled,
giapratamamd,7590969105407167764,Tentang Gula Darah dan Pankreas. Podcast Radityadika dan dr. Gia Pratama. part 4.,health,1.0,False,manual_labeled,
aymanalts,7672233926290689287,Shan sampai nyerah,health,1.0,False,manual_labeled,
dokter.harmonospanak,7674150958275890453,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
aliphildan,7654822706994515218,Jalan2 dengan betis rodaku🏃🏻✨ @Ganta 🐮 #fakesituation⚠️ #fakebody,not_health,1.0,False,manual_labeled,
ikhsanqthii,7625509514120301845,"Replying to @justminee berobatlah, tapi jgn ke gue, krn gue mager 🙏",not_health,1.0,False,manual_labeled,
drkevinmak,7592236753981820168,Kalau kamu ada rencana promil tahun ini? Jangan lupa benerin dulu haid nya ✅ #haid #vitamin #vitamin,health,1.0,False,manual_labeled,
aymanalts,7633058919320964370,,not_health,1.0,False,manual_labeled,
wishdrboyke,7636233062719720722,Nikmatnya kursi pijat 🤤 Janglah engkau lupa untuk relaksasi ya sahabat... kalau tubuh mulai terasa m,health,1.0,False,manual_labeled,
itsdoktermuda,7624828002769341717,Emang mirippp sihh😭😭😭,not_health,1.0,False,manual_labeled,
dokter_ika,7657765561346084114,Replying to @Sukahatilah Namanya penjual nakal ya bilangnya aman aja yang penting cuan-cuan…. Hati2 ,health,1.0,False,manual_labeled,
aymanalts,7669717125837163783,,health,1.0,False,manual_labeled,
ikhsanqthii,7676113285267197205,Buat yang badannya sering gampang drop 🙏,health,1.0,False,manual_labeled,
