username,video_id,video_url,is_photo,like_count,comment_count,share_count,save_count,description,scraped_at,manual_label,label_timestamp
roozzaak,7664783195560267029,https://www.tiktok.com/@roozzaak/video/7664783195560267029,False,18,0,1,0,Membalas @Al haddad #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T21:27:28.299224,health,2026-09-07T12:57:50.700604
dokternadiyah,7662017615086275860,https://www.tiktok.com/@dokternadiyah/video/7662017615086275860,False,10.1K,307,904,1069,"Haid Telat, Pasti Hamil? Belum Tentu! 🤔Terlambat haid sering kali langsung dikaitkan dengan kehamilan. Padahal, ada banyak faktor lain yang bisa memengaruhi siklus menstruasi, lho.Beberapa penyebab haid terlambat antara lain:🔹 Stres berlebihan🔹 Perubahan berat badan yang drastis🔹 Kurang tidur atau kelelahan🔹 Olahraga yang terlalu intens🔹 Gangguan hormonal seperti PCOS atau gangguan tiroid🔹 Efek samping obat tertentuJika Anda aktif secara seksual, tentu kehamilan tetap menjadi salah satu kemungkinan yang perlu dipertimbangkan. Namun, bila hasil tes kehamilan negatif dan haid belum juga datang, jangan abaikan kondisi tersebut.Segera periksakan diri ke dokter jika:⚠️ Haid terlambat lebih dari 3 bulan⚠️ Siklus haid sering tidak teratur⚠️ Disertai nyeri hebat atau perdarahan tidak normal⚠️ Sedang merencanakan kehamilan tetapi siklus haid tidak teraturIngat, siklus haid adalah salah satu indikator kesehatan reproduksi perempuan. Kenali perubahan tubuh Anda dan jangan ragu berkonsultasi jika ada yang terasa berbeda. ❤️#haidtelat #kesehatanwanita #siklushaid #edukasikesehatan #creatorsearchinsights",2026-09-04T01:48:32.534128,health,2026-09-07T12:57:52.676687
drkevinmak,7631595770063473927,https://www.tiktok.com/@drkevinmak/video/7631595770063473927,False,547,22,43,125,"Replying to @user6266264743800 Kalau minum magnesium malah bikin sembelit… kemungkinan kamu salah pilih jenisnya. Nggak semua magnesium itu sama. Ada yang justru bikin BAB makin susah, ada yang bantu lebih lancar. Makanya jangan asal beli ya—pilih yang sesuai kebutuhan tubuh kamu. Kamu pernah ngalamin sembelit gara-gara magnesium? #magnesium #rekomendasimagnesium #magnesiumbisglycinate #vitalife",2026-09-05T19:32:12.744204,health,2026-09-07T12:57:55.337844
aymanalts,7676686133547257096,https://www.tiktok.com/@aymanalts/video/7676686133547257096,False,1765,36,21,158,#stitch with 7676442404878109972,2026-09-03T10:21:36.799990,health,2026-09-07T12:57:59.723284
tirtacipeng,7654979963812154644,https://www.tiktok.com/@tirtacipeng/video/7654979963812154644,False,16500,316,539,534,Balance life.,2026-09-07T00:40:10.319809,not_health,2026-09-07T12:58:01.282294
dokter_ika,7664209421798591762,https://www.tiktok.com/@dokter_ika/video/7664209421798591762,False,4067,220,107,271,"Obat ini untuk kasus kelainan kulit berat dan harus wajib dalam pengawasan ketat oleh dokter.. Kalian bayangkan Krim ULTIMATE WHITENING NIGHT CREAM digunakan seluruh wajah, leher untuk perawatan harian 😰😰😰 Jahat banget❗️❗️❗️#belajarbersamadrika #Edukasidrika #stoppenyalahgunaanobatkeras",2026-09-03T19:38:58.255149,health,2026-09-07T12:58:04.243210
drkevinmak,7644101147891911943,https://www.tiktok.com/@drkevinmak/video/7644101147891911943,False,2661,70,279,1197,Replying to @Reski Ummu Salman pastikan kamu konsumsi jenis magnesium yang bener ya! Sayang udah keluar modal malah pilih jenis yang salah ❌ #magnesium #magnesiumglycinate #rekomendasimagnesium #vitalife,2026-09-05T18:55:12.380713,health,2026-09-07T12:58:10.310461
aliphildan,7634051548259077396,https://www.tiktok.com/@aliphildan/video/7634051548259077396,False,2822,47,137,112,siapa mau bantu tante lalip ngelahirin inii eeh???✨,2026-09-02T12:34:58.098434,not_health,2026-09-07T12:58:12.783314
dokter.harmonospanak,7673328070152949012,https://www.tiktok.com/@dokter.harmonospanak/video/7673328070152949012,False,79,3,14,14,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google Map tulis :Praktek dr.Harmono PD Sp.AAlamat :Jl. Airlangga 33 Apotek Diandra Mojosari Mojokerto#konsultasigratiswalinkbio #dokteranakmojosari,2026-09-03T15:43:36.043539,health,2026-09-07T12:58:19.437824
roozzaak,7655178365640428820,https://www.tiktok.com/@roozzaak/video/7655178365640428820,False,1262,101,59,100,Membalas @MIR🐼 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T21:43:22.167344,health,2026-09-07T12:58:24.563850
aymanalts,7598508266544565522,https://www.tiktok.com/@aymanalts/video/7598508266544565522,False,1078,36,89,43,#stitch with @Fbryanihp,2026-09-05T14:07:55.187851,health,2026-09-07T12:58:28.430637
ikhsanqthii,7644894664302071061,https://www.tiktok.com/@ikhsanqthii/video/7644894664302071061,False,21200,211,1062,821,Jadi jangan remehin soal microsleep #microsleep #drIkhsan #aromakopi,2026-09-06T17:21:08.966739,health,2026-09-07T12:58:32.456096
roozzaak,7597396697588845832,https://www.tiktok.com/@roozzaak/video/7597396697588845832,False,143,13,0,2,"Dia (kendaraan) juga butuh mandi, sama seperti kita. Sayangnya dia tidak bisa mengeluarkan bau atau aroma kecut kalau tidak dimandikan 🤭 #fyp #fypシ #DokterGemoy #mobil #carwash",2026-09-06T23:24:12.275724,not_health,2026-09-07T12:58:34.987157
ikhsanqthii,7600694364729347348,https://www.tiktok.com/@ikhsanqthii/video/7600694364729347348,False,3437,43,80,152,Jadi begitu ya guys.. Semoga penjelasan dari dr @Gagah Buana Putra MD Sp. 🫀 juga bisa meluruskan 👍 dan anxiety yg berlebihan bisa bikin GERD/gastritis juga ya,2026-09-06T19:10:45.579343,health,2026-09-07T12:58:39.661391
dokter_ika,7600926567363136775,https://www.tiktok.com/@dokter_ika/video/7600926567363136775,False,731,67,16,45,"Ingat negara kita beriklim TROPIS, Salah satu penyebab sulitnya penanganan Melasma atau hiperpigmentasi #belajarbersamadrika #edukasidokterika #stoppenyalahgunaanobatkeras",2026-09-03T22:30:14.327464,health,2026-09-07T12:58:46.669252
dokter_ika,7624173704574143751,https://www.tiktok.com/@dokter_ika/video/7624173704574143751,False,624,41,9,24,Overclaim atau ada bahan berbahayanya??? Hati-hati mengklaim!!! #belajarbersamadrika #edukasidrika #cintaiwarnamu,2026-09-03T21:10:53.971677,health,2026-09-07T12:58:50.224098
dokter.reni.anak,7667477783051914517,https://www.tiktok.com/@dokter.reni.anak/video/7667477783051914517,False,30,2,2,0,Salam dari maba FK UNAIR angk 2026,2026-09-03T17:46:11.488648,not_health,2026-09-07T12:58:51.966234
ikhsanqthii,7665500934675418389,https://www.tiktok.com/@ikhsanqthii/video/7665500934675418389,False,306100,6058,105100,18500,Siapa yang udah pernah kena ambeien? 😅,2026-09-06T16:21:13.510542,health,2026-09-07T12:58:55.461792
doktermatahendra,7595811554596064519,https://www.tiktok.com/@doktermatahendra/video/7595811554596064519,False,198,4,12,13,"Apakah benar jenis kelamin anak Anda menentukan dia lebih mudah kena mata minus? Jawabannya benar, namun penelitian terbaru menunjukkan bahwa gender BUKANLAH faktor utama penyebab mata minus. Ya, Anda tidak salah dengar! Meskipun ada sedikit variasi statistik di beberapa populasi, pengaruhnya sangat minim jika dibandingkan dengan dua ‘biang kerok’ utama yang harus kita waspadai:1. Genetika 🧬: Jika kedua orang tua atau salah satu memiliki mata minus, risiko anak memang lebih tinggi. Ini adalah faktor yang tidak bisa kita ubah.2. Gaya Hidup & Lingkungan 🏞️📱: Nah, ini dia yang PALING PENTING dan BISA kita kendalikan!• Waktu Layar Berlebihan: Terlalu lama menatap gadget, tablet, atau komputer tanpa istirahat memicu ketegangan mata dan miopia.• Kurangnya Aktivitas Outdoor: Cahaya alami dan pandangan jarak jauh di luar ruangan sangat esensial untuk perkembangan mata yang sehat. Tanpanya, risiko miopia meningkat drastis.• Pekerjaan Jarak Dekat Intens: Membaca buku (atau aktivitas visual jarak dekat lainnya) terlalu lama tanpa istirahat juga berkontribusi.Apa yang Bisa Kita Lakukan SEKARANG? Alih-alih fokus pada gender, mari kita lakukan tindakan nyata: ✅ Terapkan Aturan 20-20-20 (Setiap 20 menit menatap layar, istirahatkan mata selama 20 detik dengan melihat objek sejauh 20 kaki/6 meter). ✅ Ajak anak bermain di luar ruangan minimal 2 jam sehari. ✅ Pastikan pencahayaan yang cukup saat membaca atau melakukan aktivitas jarak dekat. ✅ Jadwalkan pemeriksaan mata rutin setiap 6-12 bulan untuk deteksi dini dan penanganan yang tepat. Ini krusial!#mataminus #gender #myopia #edukasimata #doktermatahendraBagaimana dengan anak Anda? Ceritakan di kolom komentar: Kapan terakhir anak Anda periksa mata? Apakah Anda sudah menerapkan tips di atas? Mari diskusi! 👇",2026-09-04T01:32:51.367331,health,2026-09-07T12:58:57.500432
drkevinmak,7599661696671583495,https://www.tiktok.com/@drkevinmak/video/7599661696671583495,False,855,19,29,135,Kalau kamu masih sering keputihan ga sih? Coba spill pengalaman kamu di komen ya ✅ #infokesehatan #keputihan #obatkeputihan #probiotik,2026-09-06T10:54:28.834876,health,2026-09-07T12:59:00.300312
dokter_ika,7645974476789648648,https://www.tiktok.com/@dokter_ika/video/7645974476789648648,False,483,21,6,27,"Saat terbongkar, sibuk mencari simpati. Padahal yang seharusnya mendapat simpati adalah para konsumen yang telah dijadikan objek keuntungan.. Krim Etiket biru HARUS dalam pengawasan ketat dokter ya g meresepkan dan dokternya yang bertanggung jawab dengan keselamatan pasiennya.. Hati-hati juga krim berBPOM dioplos obat keras dengan ciri hasil instan #stoppenyalahgunaanobatkeras #belajarbersamadrika #stopkrimberbahaya",2026-09-03T20:18:36.078075,health,2026-09-07T12:59:03.302970
bidancynthia,7668470940497366293,https://www.tiktok.com/@bidancynthia/video/7668470940497366293,False,4485,95,106,212,Ga kebayang excitednya 😭 alfatihah nenek ricy,2026-09-07T03:48:09.945954,not_health,2026-09-07T12:59:07.997140
bidancynthia,7656848503439674645,https://www.tiktok.com/@bidancynthia/video/7656848503439674645,False,19100,1912,491,669,Ya Allah maaf 😭,2026-09-07T04:24:14.390764,not_health,2026-09-07T12:59:11.640004
ikhsanqthii,7661956792418700565,https://www.tiktok.com/@ikhsanqthii/video/7661956792418700565,False,3106,42,113,197,Gula bukan sembarang gula 😎😎,2026-09-06T16:32:07.730693,health,2026-09-07T12:59:14.865183
drkevinmak,7677425269786873095,https://www.tiktok.com/@drkevinmak/video/7677425269786873095,False,368,24,47,205,"Replying to @Hi, Nad! Kalau kamu masih bingung, Vitamin D 4000 IU + magnesium itu diminumnya kapan dan apakah boleh barengan? Jangan asal ikut dosis orang lain ya. Vitamin itu bukan “semakin banyak semakin bagus” #VitaminD #VitaminD3 #Magnesium #VitaminD4000IU #suplemen",2026-09-05T16:57:48.892286,health,2026-09-07T12:59:16.258039
drkevinmak,7665873729720782098,https://www.tiktok.com/@drkevinmak/video/7665873729720782098,False,24600,412,1814,7205,"Baru minum B complex, kok nafsu makan jadi meningkat? Tenang, hal ini bisa terjadi pada sebagian orang karena vitamin B berperan dalam metabolisme dan produksi energi tubuh. #VitaminBComplex #VitaminB #NafsuMakan #Suplemen #Kesehatan",2026-09-05T17:40:46.364273,health,2026-09-07T12:59:18.802150
doktermatahendra,7648129197747096840,https://www.tiktok.com/@doktermatahendra/video/7648129197747096840,False,758,11,56,166,"Fakta atau Mitos: Begadang bikin minus cepat naik? 🤔🛏️👀 Fakta: - Kurang tidur terkait dengan risiko lebih tinggi perkembangan miopia pada anak menurut beberapa studi — kemungkinan karena gangguan ritme sirkadian dan pengaruh hormon (mis. dopamin) pada pertumbuhan mata. - Begadang sering berasosiasi dengan lebih banyak aktivitas dekat (HP, baca) dan lebih sedikit waktu di luar — dua faktor yang memang meningkatkan risiko kenaikan minus. Mitos: - Begadang sendiri bukan satu‑satunya penyebab. Genetika, durasi aktivitas dekat tanpa istirahat, dan kurangnya paparan cahaya sinar matahari (banyak kegiatan indoor) adalah faktor utama. Tips pencegahan: - Pastikan anak/remaja tidur cukup setiap malam (sesuai usia). - Batasi waktu layar dan terapkan istirahat 20‑20‑20 (setiap 20 menit, lihat jarak 20 kaki/6 m selama 20 detik). - Ajak anak bermain di luar minimal 2 jam/hari bila memungkinkan. - Rutin periksa mata ke dokter mata setahun sekali. Singkatnya: begadang dapat berkontribusi secara tidak langsung terhadap kenaikan minus, tapi bukan satu‑satunya penyebab — perbaiki pola tidur, kurangi layar, dan cek mata secara rutin. ✅ Kalau suka dan merasa postingan ini bermanfaat, jangan lupa buat support dengan like dan share ya 😁👍. Tambahkan akun ig, youtube dan tiktok @doktermatahendra ke favoritmu agar selalu update info dan tips2 kesehatan mata terbaru 🥰. Ada pertanyaan? Silahkan DM atau Cusssss ke kolom komentar 👍 #miopia #begadang #mataminus #edukasimata #doktermatahendra Apa kamu juga sering begadang?",2026-09-04T00:56:10.448563,health,2026-09-07T12:59:22.795329
drkevinmak,7668522361007721736,https://www.tiktok.com/@drkevinmak/video/7668522361007721736,False,9369,240,2522,3402,"Buat kamu yang tiap pagi bersin-bersin karena alergi dingin, plis dengerin sampai habis ya! Bisa jadi ada hal yang selama ini kamu lewatkan. Share ke keluarga atau teman yang juga sering ngalamin! #AlergiDingin #Bersin #Alergi #Kesehatan #DokterKevinMak",2026-09-05T17:29:57.757099,health,2026-09-07T12:59:30.725241
bidancynthia,7654611462949752085,https://www.tiktok.com/@bidancynthia/video/7654611462949752085,False,982,25,11,25,Alhamdulillah punya ibu yang sejalan dengan anaknya gada drama2 ini itu ini itu 😂,2026-09-07T04:30:15.875233,not_health,2026-09-07T12:59:33.637827
drgfira,7651979420063763730,https://www.tiktok.com/@drgfira/video/7651979420063763730,False,270,1,3,13,Hayoo mama tim yang ngebolehin anak masih minum susu atau engga nih kalau sudah sikat gigi? 😌 #fyp,2026-09-05T16:30:42.874212,health,2026-09-07T12:59:40.024189
aliphildan,7674172237871582484,https://www.tiktok.com/@aliphildan/video/7674172237871582484,False,19300,767,4196,557,"#stitch with @sumbarterkini_id Jujurly aku cukup tertarik dengan wacana ambulans udara dan flying doctor yang disampaikan kemarin. Secara medis, konsep ini memang punya potensi besar, terutama untuk daerah yang akses menuju fasilitas kesehatan rujukannya masih membutuhkan waktu berjam-jam. Pada kondisi seperti perdarahan, stroke, trauma berat, sepsis, atau kegawatan ibu dan bayi, waktu bisa sangat menentukan keselamatan pasien. Tapi menurutku, yang paling penting bukan sekadar punya helikopter atau pesawatnya. Yang jauh lebih penting adalah bagaimana sistemnya dibangun: triase, tim medis yang kompeten, stabilisasi pasien, sistem rujukan, rumah sakit penerima, sampai koordinasi 24 jam. Jadi semoga ini bukan hanya soal “dokter terbang”, tapi bagian dari sistem rujukan yang benar-benar terintegrasi. Apresiasi untuk idenya, sambil tetap berharap implementasinya nanti benar-benar berbasis kebutuhan di lapangan dan evidence-based.✨🙏🏻 #jff #fakesituation⚠️",2026-09-06T09:53:22.530725,not_health,2026-09-07T12:59:42.045865
dionharyadi,7615906662590795028,https://www.tiktok.com/@dionharyadi/video/7615906662590795028,False,17.3K,837,1251,669,"1 lele, 2 tempe, 2 tahu, 3 hari?Dari kemaren heboh lele mentah untuk MBG. Saya ngerti maksudnya untuk dimasak di rumah, oke. Tapi kan proses distribusinya harus dipikirkan juga dong 🥲",2026-09-03T14:57:31.879512,health,2026-09-07T12:59:48.921829
roozzaak,7654101910433139989,https://www.tiktok.com/@roozzaak/video/7654101910433139989,False,105,13,9,12,Membalas @Red_valvet09 #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,2026-09-05T21:46:06.038109,health,2026-09-07T12:59:51.042111
drkevinmak,7642273287233342728,https://www.tiktok.com/@drkevinmak/video/7642273287233342728,False,41600,336,14600,10500,"Double chin kadang bukan cuma soal gemuk 👀 Postur, tidur, kebiasaan nunduk, sampai lifestyle juga bisa ngaruh. Kalau akhir-akhir ini makin keliatan jelas di kamera coba ikutin tips di video ini dulu Share ke temen yang tiap buka kamera depan langsung kaget sendiri #doublechin #tipswajah #selfcare #healthtips #fyp",2026-09-05T18:59:49.053317,health,2026-09-07T12:59:54.466559
drkevinmak,7624168051876891922,https://www.tiktok.com/@drkevinmak/video/7624168051876891922,False,7702,67,945,1536,"Scroll bentar jadi berjam-jam… tau-tau udah jam 2 pagi, mata capek tapi otak masih “lagi seru nih” Hati-hati, ini bukan sekadar kebiasaan—dopamin kamu lagi “dipancing” terus Kalau dibiarkan, bisa ganggu kualitas tidur, hormon, sampai fokus besoknya Kamu tim “1 video lagi” atau udah bisa stop tepat waktu? Tulis di komentar 👇 #scrollmalam #insomnia #tidursehat #dopaminedetox #kebiasaanburuk",2026-09-05T19:55:08.764778,health,2026-09-07T12:59:56.807120
dr.ziee,7635140801764297991,https://www.tiktok.com/@dr.ziee/video/7635140801764297991,False,34200,209,8464,19600,"pilih sepatu anak itu ternyata nggak sesimpel “yang penting lucu”. Ada hal yang lebih penting justru! Karena buat anak, sepatu itu bukan aksesori. Itu bagian dari keseharian mereka yang dipakai lari, loncat, eksplor sana-sini. Jadi yes, boleh gemes sama modelnya. Tapi tetap utamain yang punya kriteria ini ya. Salah satu yang bisa masuk budget banyak moms kayaknya sih @STUVWEAR ya #sepatuanak",2026-09-05T15:34:03.190881,health,2026-09-07T13:00:02.905764
ikhsanqthii,7664562741671202065,https://www.tiktok.com/@ikhsanqthii/video/7664562741671202065,False,57500,838,646,606,Saya siap turun mendengar aspirasi masyarakat 🙏,2026-09-06T16:23:41.335592,not_health,2026-09-07T13:00:06.037995
bidancynthia,7673123229644475669,https://www.tiktok.com/@bidancynthia/video/7673123229644475669,False,129,0,16,5,#asmr,2026-09-07T03:33:06.222181,not_health,2026-09-07T13:00:09.119069
dokteramiraobgyn,7591814936058137877,https://www.tiktok.com/@dokteramiraobgyn/video/7591814936058137877,False,1835,58,226,222,test pack positif jangan lupa usg #dokterobgynpedalaman#papua#fyp,2026-09-04T00:23:06.854058,health,2026-09-07T13:00:13.894178
roozzaak,7615509483376168212,https://www.tiktok.com/@roozzaak/video/7615509483376168212,False,152,22,17,88,Membalas @chen #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,2026-09-06T00:27:39.227954,health,2026-09-07T13:00:15.852228
bidancynthia,7670414126518127892,https://www.tiktok.com/@bidancynthia/video/7670414126518127892,False,3608,218,30,92,Diajak main siapa ya🤫,2026-09-07T03:43:10.772557,not_health,2026-09-07T13:00:19.468560
roozzaak,7599887523099184404,https://www.tiktok.com/@roozzaak/video/7599887523099184404,False,3406,193,772,1003,Membalas @kepiting 🦀 #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,2026-09-06T23:04:37.937176,health,2026-09-07T13:00:22.256343
roozzaak,7646345286457036053,https://www.tiktok.com/@roozzaak/video/7646345286457036053,False,1129,134,141,160,Membalas @@DMA #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T21:55:06.056577,health,2026-09-07T13:00:24.171758
roozzaak,7617289696858770709,https://www.tiktok.com/@roozzaak/video/7617289696858770709,False,16,2,3,5,Membalas @MamaHana #fyp #fypシ #DokterGemoy #edukasi #diapercream,2026-09-06T00:21:36.579287,health,2026-09-07T13:00:28.004396
roozzaak,7654001633516424468,https://www.tiktok.com/@roozzaak/video/7654001633516424468,False,177,74,8,13,Membalas @🅶ᴇͫᴍᷝᴏᷤ🆈 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T21:46:21.035745,health,2026-09-07T13:00:30.103843
giapratamamd,7647511868348615956,https://www.tiktok.com/@giapratamamd/video/7647511868348615956,False,1061,33,14,34,"Sabar adalah kunci, karena hidup jarang sekali memberi hasil secepat keinginan kita. Sabar membuat kita tetap berjalan saat hasil belum terlihat. Sabar membuat kita tetap jernih saat keadaan mendesak. Sabar membuat kita tetap beradab saat ego ingin menang. Sabar membuat kita tetap setia pada proses saat orang lain mulai menyerah. Sukses sering terlihat seperti keberuntungan. Padahal di baliknya ada orang yang berkali-kali menahan diri, memperbaiki niat, mengulang usaha, menelan lelah, lalu tetap melangkah. Yang sabar menang. Yang sabar matang. Yang sabar sampai.",2026-09-06T14:29:50.746330,not_health,2026-09-07T13:00:33.679389
drkevinmak,7631100649756757266,https://www.tiktok.com/@drkevinmak/video/7631100649756757266,False,238,7,32,49,"Cepet capek, susah fokus… banyak yang kira cuma kurang tidur atau kebanyakan kerja 😵‍💫 Padahal bisa jadi: kekurangan vitamin D3 Vitamin D itu bukan cuma buat tulang tapi juga ngaruh ke: energi harian ⚡ fungsi otak & fokus 🧠 mood (biar ga gampang drop) Masalahnya? 👉 banyak orang “ngerasa cukup” dari matahari padahal realitanya… masih kurang Kalau kamu: ✔ gampang capek ✔ brain fog ✔ gampang ngantuk siang hari bisa jadi tubuh kamu lagi “low battery” vitamin D Coba cek deh, kamu ngerasain juga ga? 👇 #vitamind3 #kurangvitamind #capekterus #brainfog #kesehatan",2026-09-05T19:34:15.543223,health,2026-09-07T13:00:41.638128
drkevinmak,7677423468052221202,https://www.tiktok.com/@drkevinmak/video/7677423468052221202,False,337,6,28,87,"Usia 40-an, kok badan mulai kerasa banyak keluhan? Usia memang bertambah, tapi bukan berarti kesehatan harus ikut menurun. Yuk, mulai lebih peduli sama tubuh dari sekarang! Share ke teman yang mulai masuk usia 40-an & komen #Usia40an #SehatDiUsia40 #TipsKesehatan #HidupSehat #Kesehatan",2026-09-05T16:55:34.619067,health,2026-09-07T13:00:45.181265
dokter_ika,7607296640835243271,https://www.tiktok.com/@dokter_ika/video/7607296640835243271,False,242,15,1,7,"Merawat kulit pun demikian. Setiap langkah kecil yang kita lakukan hari ini sedang membentuk kualitas kulit kita esok hari. Bukan sekadar cantik sesaat, tetapi sehat dan terjaga dalam jangka panjang. #belajarbersamadrika #edukasidokterika #jagakulitmu #quoteoftheday",2026-09-03T22:13:04.046300,health,2026-09-07T13:00:47.862944
doktermatahendra,7661594317240175890,https://www.tiktok.com/@doktermatahendra/video/7661594317240175890,False,90,6,13,17,"Penasaran apakah terapi Ortho K bisa menghilangkan minus selamanya? Singkatnya: tidak — tapi ada manfaat besar yang perlu kamu tahu. 👀Dalam 4 poin ini kita akan jelaskan cara kerja Ortho K, durasi efeknya, siapa pasien yang paling menerima manfaatnya, dan kapan harus konsultasi.1. Cara kerja: Ortho K adalah lensa keras khusus yang dikenakan saat tidur untuk mengubah bentuk kornea sementara — hasilnya penglihatan membaik di siang hari tanpa kacamata. 2. Efek tidak permanen: Perubahan kornea bersifat reversibel — jika berhenti pakai lensa, kornea akan kembali ke bentuk semula dan minus akan kembali. Jadi Ortho K tidak “menghilangkan” minus selamanya. 3. Manfaat utama: Ortho K terbukti efektif memperlambat progresi miopia pada anak dan remaja — ini alasan utama para orang tua memilih terapi ini. 4. Siapa pasien yang cocok & perhatian khusus: Cocok untuk anak dengan progresi minus cepat dan untuk pasien dewasa yang ingin bebas kacamata sementara. Namun, Perlu pemeriksaan lengkap, evaluasi kepatuhan memakai lensa di malam hari, dan kontrol rutin karena ada risiko infeksi jika perawatan kebersihan tidak baik.Kalau suka dan merasa postingan ini bermanfaat, jangan lupa buat support dengan like dan share ya 😁👍.Tambahkan akun ig, youtube dan tiktok doktermatahendra ke favoritmu agar selalu update info dan tips2 kesehatan mata terbaru 🥰.Ada pertanyaan?Silahkan DM atau Cusssss ke kolom komentar 👍.#Ortho-K #kontaklensakeras #Myopia #edukasimata #doktermatahendra",2026-09-04T00:48:15.488942,health,2026-09-07T13:00:50.486487
ikhsanqthii,7642359020430347537,https://www.tiktok.com/@ikhsanqthii/video/7642359020430347537,False,285800,714,4853,11700,Demikian sekilas info buat pertolongan pertama terpatuk ular 👍👍 TOLONG DISIMAK!,2026-09-06T17:28:45.867328,health,2026-09-07T13:00:54.832254
dokter.reni.anak,7595417388322049287,https://www.tiktok.com/@dokter.reni.anak/video/7595417388322049287,False,16,10,2,2,"✨Anak anak terutama balita rentan terkena HFMD (Hand and Foot Mouth Disease), bahkan bisa kena lebih dari 1x.✨Pencegahannya gimana? Ajari pake masker, jaga kebersihan tangan, batasi main di playground yg byk anak2, dan vaksinasi HFMD.✨Yg pernah kena HFMD perlu divaksin juga? Ya, PERLU, karena infeksi HFMD sebelumnya tidak memberikan perlindungan dlm jangka waktu yg lama.✨Usia berapa bisa vaksin HFMD? Usia 6 bln sd 3 tahun.#hfmd#fluesingapura",2026-09-03T17:56:40.096760,health,2026-09-07T13:00:57.694547
aymanalts,7660783258849791250,https://www.tiktok.com/@aymanalts/video/7660783258849791250,False,2057,48,57,21,#stitch with 7660298050786643220,2026-09-03T11:46:33.896634,not_health,2026-09-07T13:01:01.229026
aymanalts,7677036195800681746,https://www.tiktok.com/@aymanalts/video/7677036195800681746,False,3277,53,83,29,#duet with 7674816918607367445 #seruseruan,2026-09-03T10:20:03.462126,not_health,2026-09-07T13:01:04.368444
dokter_ika,7646794629630692616,https://www.tiktok.com/@dokter_ika/video/7646794629630692616,False,21.7K,909,870,1013,"HB seperti ini dugaan kuat melakukan penyalahgunaan obat keras seperti Hidroquinon dosis tinggi dan terbanyak gunakan obat Steroid super poten.. Hati-hati guys, selamatkan generasi muda dari kerusakan kulit permanen #stoppenyalahgunaanobatkeras #belajarbersamadrika #edukasidrika #HBobatkeras",2026-09-03T20:17:13.429366,health,2026-09-07T13:01:06.284158
roozzaak,7642281992431734037,https://www.tiktok.com/@roozzaak/video/7642281992431734037,False,23,12,2,7,Membalas @dewycaca966 #fyp #fypシ #DokterGemoy #vitaminD #vitamind3,2026-09-05T22:26:55.257069,health,2026-09-07T13:01:08.723111
ikhsanqthii,7603204834275249429,https://www.tiktok.com/@ikhsanqthii/video/7603204834275249429,False,47500,1379,14800,9857,Intinya kalau anak itu sering pi*isnya gak lancar coba liat bagian preputium (kul*p). Soalnya kadang suka lengket dan jadi sumber infeksi,2026-09-06T19:07:03.970241,health,2026-09-07T13:01:12.172125
drkevinmak,7606298972164033800,https://www.tiktok.com/@drkevinmak/video/7606298972164033800,False,1063,8,31,90,Bekas jerawat nggak harus jadi ‘temen lama’ di muka kamu Pakai moisturizer yang bantu repair skin barrier + samarin noda. Kulit sehat = bekas lebih cepat pudar ✨ Kalau kamu punya banyak bekas jerawat juga ga? Komen dibawah ya! #infokesehatan #moisturizer #bekasjerawat,2026-09-06T10:37:28.975113,health,2026-09-07T13:01:15.091673
dokteramiraobgyn,7604401957565926677,https://www.tiktok.com/@dokteramiraobgyn/video/7604401957565926677,False,8289,522,1072,1211,Akibat tidak pakai kb ya begini #dokterobgynpedalaman#papua#fyp,2026-09-04T00:08:42.177511,health,2026-09-07T13:01:17.900848
drkevinmak,7620114400501976328,https://www.tiktok.com/@drkevinmak/video/7620114400501976328,False,1110,35,169,433,"Replying to @seojoonn_8 Umur 18 masih bisa nambah tinggi ga? Ini pertanyaan yang sering banget muncul 👀 Faktanya, di usia ini peluang masih ada—tapi ga selamanya. Karena pertumbuhan tinggi badan itu ada “window”-nya. Selain faktor genetik, tubuh juga butuh support nutrisi yang cukup, termasuk vitamin D3 + K2 untuk bantu penyerapan kalsium dan kesehatan tulang. Jadi jangan nunggu “telat” baru mulai jaga 🙌 👉 save ini kalau lo lagi concern soal tinggi badan atau share ke temen lo yang lagi fase growth ⸻ #tinggibadan #vitamind3k2 #pertumbuhan #kesehatantulang #suplementinggibadan",2026-09-05T20:05:08.645962,health,2026-09-07T13:01:23.319507
