username,video_id,description,predicted_label,predicted_confidence,actual_label,correct,method
aymanalts,7629015007891590407,Jangan sampe kalian makin memperparah kulitnya anak kalian sendiri karena salah rawatnya!#bodylotion,health,0.95,health,True,ollama_enhanced
aymanalts,7600385948559428882,"Susu tinggi kalsium itu baik untuk mendukung kesehatan tulang, tidak hanya untuk anak2, tapi untuk o",health,0.95,health,True,ollama_enhanced
aymanalts,7675674630610259208,#stitch with 7675334268968652053 rekomendasi aku,health,0.7,not_health,False,ollama_enhanced
aymanalts,7680219303685180679,#stitch with 7679821666767392020,not_health,0.85,health,False,ollama_enhanced
aymanalts,7646315462753799432,,not_health,0.0,not_health,True,no_caption_learned
aymanalts,7637056260113845522,#stitch with 7636455806224944391,not_health,0.85,health,False,ollama_enhanced
aymanalts,7627020088838737160,#stitch with 7610024972345707796,not_health,0.85,health,False,ollama_enhanced
aymanalts,7592256919205596434,"#stitch with @Ikhsanqthii, MD",health,0.8,not_health,False,ollama_enhanced
aymanalts,7647357385807252743,#stitch with 7646582562466385172,not_health,0.85,health,False,ollama_enhanced
aymanalts,7660896303785889042,"Dalam memilih skincare, harus diperhatiin ya formulanya, jadi kita bisa tau hasilnya nanti beneran k",not_health,0.95,health,False,ollama_enhanced
aymanalts,7660783258849791250,#stitch with 7660298050786643220,not_health,0.85,not_health,True,ollama_enhanced
aymanalts,7666717386950675730,Tips milih sunscreen #skincare #tipsandtricks,health,0.85,health,True,ollama_enhanced
aymanalts,7660056043833019655,#stitch with 7659703239478136082,not_health,0.85,health,False,ollama_enhanced
aymanalts,7597455485712747794,,not_health,0.0,not_health,True,no_caption_learned
aymanalts,7666836345477729544,,not_health,0.0,health,False,no_caption_learned
aymanalts,7659053726908288263,#stitch with 7657395416731831570,not_health,0.85,health,False,ollama_enhanced
aymanalts,7630434970196036882,#stitch with 7628874616282352914,not_health,0.85,not_health,True,ollama_enhanced
aymanalts,7666720997784947976,,not_health,0.0,not_health,True,no_caption_learned
aymanalts,7658134089626635527,"In this situation udah banyak banget macemnya, coba deh komen kalian ada yang ngerti ga ini inovasi ",not_health,0.95,not_health,True,ollama_enhanced
aymanalts,7629211703665904904,#stitch with 7628932964294085908,not_health,0.85,not_health,True,ollama_enhanced
aymanalts,7620279635191926024,,not_health,0.0,not_health,True,no_caption_learned
aymanalts,7674597443714977042,UVC ya namanya #CapCut,not_health,0.85,health,False,ollama_enhanced
aymanalts,7673139922190093586,,not_health,0.0,not_health,True,no_caption_learned
aymanalts,7675758019015216391,#stitch with 7675334268968652053 rekomendasi aku,health,0.7,not_health,False,ollama_enhanced
aymanalts,7629587891261426951,#stitch with 7628414532771122445 19 tahun tinggal bareng Jidah dan masih akan terus sama jidah,not_health,0.95,not_health,True,ollama_enhanced
aymanalts,7667153868240719112,,not_health,0.0,not_health,True,no_caption_learned
aymanalts,7661552275625757959,#stitch with 7659795297815645453,not_health,0.85,health,False,ollama_enhanced
itsdoktermuda,7641056930395360532,Pernah ketemu dokter di daerah kalian yg keilmuan jago dan ketrampilan komunikasi juga baik??,health,0.85,not_health,False,ollama_enhanced
itsdoktermuda,7673025672243105025,"Ini yang diliat orang gangguan mata (Kalo kamu dokter, pengen ngonten tapi bingung mulainya, ebook “",health,0.95,health,True,ollama_enhanced
itsdoktermuda,7652180882186308884,Kok bisa percaya gula psir keluar dari puser?😭😭,health,0.95,health,True,ollama_enhanced
itsdoktermuda,7610743102503980308,Kalo kalian cukur bulu “bawah” gimana caranya??? #hairremoval #milkrecipe,not_health,0.85,health,False,ollama_enhanced
itsdoktermuda,7625464713060650260,"Kenapa Ibu Harus Tetap Semangat Nyusuin 1. ASI itu imun pertama bayi Dari lahir, ASI sudah langsung ",health,0.95,health,True,ollama_enhanced
itsdoktermuda,7668301591694380305,Pernah liat dislokasii?,health,0.95,health,True,ollama_enhanced
itsdoktermuda,7641828688455060757,Ada yg udah bisa rutin berjemurr? Udah rutin berapa lamaa?? #Blackmores #BioD #VitDCepatDiserapEfekM,health,0.85,health,True,ollama_enhanced
itsdoktermuda,7604885706208447764,"Secara medis kondisi kayak gini memang ada, termasuk kasus langka, dan perbaikannya sering nggak mud",health,0.95,health,True,ollama_enhanced
itsdoktermuda,7671926492288322817,"Share ke yg suka nyepelein gerdd (Kalo kamu dokter, pengen ngonten tapi bingung mulainya, ebook “Mul",health,0.95,health,True,ollama_enhanced
itsdoktermuda,7605505554378689812,Psikolog & psikiater itu hebat justru karena mereka nggak mungkin bisa kerja sebaik itu kalau diriny,health,0.95,health,True,ollama_enhanced
itsdoktermuda,7601111913388477717,"Menurut panduan dokter reumatologi, sayur kayak kangkung, bayam, brokoli, sama asparagus itu nggak t",health,0.95,health,True,ollama_enhanced
itsdoktermuda,7607414321005514004,"Keselek : biasanya masih bisa batuk, suara masih keluar, napas masih ada. Ini tubuh lagi berusaha ng",health,0.95,health,True,ollama_enhanced
itsdoktermuda,7594866604085710101,Aerofagia tuh kondisi saat kebanyakan udara ikut ketelen pas makan atau minum. Biasanya kejadian kal,health,0.95,health,True,ollama_enhanced
itsdoktermuda,7612526580723715349,Punya ceritaa apa kalian saat jadi penunggu di rumah sakit? Jaga kesehatan yaaa,health,0.85,not_health,False,ollama_enhanced
itsdoktermuda,7608984472767302932,"Buat semua ibu yang tubuhnya pernah dibuka demi lahirnya sebuah kehidupan, Kita mungkin gak akan per",health,0.95,health,True,ollama_enhanced
itsdoktermuda,7676089730915634433,Sebat lagiii sebat lagii Vid: jr_dian21 (Buat dokter yg mau ngonten bisa klik link bioku yaa),health,0.95,health,True,ollama_enhanced
bidancynthia,7647859541316554005,"Baru ditaruh kasur, eh nangis Lagi🥹 newborn lagi nyamannya digendong",not_health,0.85,not_health,True,ollama_enhanced
bidancynthia,7631990085055008021,Laper gatau waktu,not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7623365774656146709,"Periksa kehamilan dan Cek Lab di Puskesmas ,udah TM3 periksa ya 2 minggu sekali, bumil” jgn lupa per",health,0.95,not_health,False,ollama_enhanced
bidancynthia,7643035436251729173,Dulu sempet parodi in ini sekarang bener relate ngerasain 😭,not_health,0.85,not_health,True,ollama_enhanced
bidancynthia,7645283199333043477,"Alhamdulillah hari ke 3 setelah lahiran smpai skrg ASI mulai banyaaak,sampe harus pumping karna penu",health,0.95,not_health,False,ollama_enhanced
bidancynthia,7626992738797653268,Gasabar ketemu gemooy🥰 pengen pakein baju yg lucu” #bajurajutbayi #jumpsuitrajut,not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7640713092283780372,Bun selama hamil naik Bb brpa kg?,health,0.95,not_health,False,ollama_enhanced
bidancynthia,7629372644738993429,"Luka jahitan melahirkan normal , simak sampai habis ya , #ibuhamil #lahirannorma",health,0.95,health,True,ollama_enhanced
bidancynthia,7671140444222328085,Tapi malah ngantuk EA #bayi2bulan,not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7669848057235836180,Paket baju piyama 3 pcs,not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7643375909205986581,"Masya Allah ,🥹",not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7618812580735503637,"Ahirnya Naik Juga BB bumil mskipun sedikit ,tpi blm tau nih BBJ gemoy brpa soalnya blm USG lagi ,bum",health,0.95,not_health,False,ollama_enhanced
bidancynthia,7660743967104863508,"Makasih Mama udah bantuin dari Lahiran sampe Ricy mau 2bln, jauh” datang dari Garut - Sumbawa 🫶🏻semo",health,0.85,not_health,False,ollama_enhanced
bidancynthia,7645917289585364245,Gasabar gemoy bisa duduk 😋 #sofadudukbayi,not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7632662508909726997,"Konsultasi kehamilan di 36 week, Deg2an banget #ibuhamil #lahiran #hamil",health,0.95,not_health,False,ollama_enhanced
bidancynthia,7622986660753460500,"Karna kepala udah posisi bawah semoga gemoy konsisten posisinya ,bumil tm3 yuk bantu gemoy cepat tur",health,0.95,not_health,False,ollama_enhanced
bidancynthia,7637404825486937365,Bumil on the move 🚶‍♀️ 🤰 bayi: ‘pelan dikit buu’ 😂 38 week #ibuhamil #hamil,health,0.95,not_health,False,ollama_enhanced
bidancynthia,7653340443383647508,Akhirnya nemu yang wort it dipake buat bayiku🥹 #Gentlybaby #calmingcream,not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7641086475458612500,"Mendekati HPL gerakan gemoy udah ga terlalu aktif , ada yg sama ga sih bun? cuma menggeliat aja, tpi",health,0.95,not_health,False,ollama_enhanced
bidancynthia,7657836724436864277,Perkembangannya udah bisa apa aja bun?,not_health,0.85,not_health,True,ollama_enhanced
bidancynthia,7661043757923470612,"Lahir berat 2,8 skrg udah makin berat aja klo digendong 🫶🏻ricy bentar lgi imunisasi DPT1 yeeee🧑‍🩰",health,0.95,not_health,False,ollama_enhanced
bidancynthia,7654611462949752085,Alhamdulillah punya ibu yang sejalan dengan anaknya gada drama2 ini itu ini itu 😂,not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7677913862556912917,"Membalas @less.sugar kalo lagi menyusui takut asi jadi seret ,ini pilihannya semoga ga bingung lagi ",health,0.95,health,True,ollama_enhanced
bidancynthia,7670414126518127892,Diajak main siapa ya🤫,not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7656848503439674645,Ya Allah maaf 😭,not_health,0.95,not_health,True,ollama_enhanced
bidancynthia,7635457612242341141,"Kontraksi masih belum intens, Jalan jongkok dlm kondisi perut kenceng” nyeri misvi rasanyaaa ah mant",health,0.95,health,True,ollama_enhanced
bidancynthia,7660392948533579029,Kerjaanya bayi pipisss terus sampe boros tisu basah #tisubasahbayi,not_health,0.85,not_health,True,ollama_enhanced
bidancynthia,7674940469532478740,"Bayi ini 3hari lagi udah 3 bulan ,selesei cuti melahirkan dan ikut kegiatan lagii, kerjasamanya ya n",not_health,0.95,not_health,True,ollama_enhanced
dokter_ika,7667788864706202887,Ganti kemasan untuk menutupi kesalahan dulu??? Terus yang dulu bagaimana korbannya? dulu isinya Merk,health,0.95,health,True,ollama_enhanced
dokter_ika,7617730577336257800,"PERCAYA??? Tidak ada bahan yang bisa mengubah warna kulit asli kamu, suplemen antioksidan membantu m",not_health,0.85,health,False,ollama_enhanced
dokter_ika,7596898485010517266,#belajarbersamadrika #edukasidokterika #stoppenyalahgunaanobatkeras #reputasibrandsangatpenting #pub,health,0.95,not_health,False,ollama_enhanced
dokter_ika,7613977074486824210,Jangan menormalisasi Marketing Overclaim❗️ Apalagi yang mengandung bahan berberbahaya untuk pemutih ,health,0.95,health,True,ollama_enhanced
dokter_ika,7661130437334502664,"Sayangnya, visual seperti itu dapat membentuk persepsi bahwa kulit putih adalah bukti kolagen bekerj",health,0.95,health,True,ollama_enhanced
dokter_ika,7598723678221667592,Replying to @Raina karim Saat sudah kenal kulitmu akan lebih mudah merawatnya kan? 🤗❤️ Semangat jaga,health,0.85,not_health,False,ollama_enhanced
dokter_ika,7614401468350663944,#journeyoflife #belajarbersamadrika #edukasidokterika #jagakulitmu #skincarebersamaDricha,health,0.95,not_health,False,ollama_enhanced
dokter_ika,7653467320077061383,Chapel in the house ❤️ #ThankyouGOD,not_health,0.95,not_health,True,ollama_enhanced
dokter_ika,7613337804944313608,Jadi jangan percaya iklan2 pemutih ya guys #belajarbersamadrika #edukasidokterika #jagakulitmu #cint,health,0.95,health,True,ollama_enhanced
dokter_ika,7665716931210661138,Replying to @Deoll Semangat rawat kulitnya #LoveYourSkin❤️ #belajarbersamadrika #Edukasidrika,health,0.85,health,True,ollama_enhanced
dokter_ika,7614788077671746823,Replying to @Dini sari Ini hal yang menyusahkan para MUA!!! Hati-hati produk perawatan kulit Ilegal ,health,0.95,health,True,ollama_enhanced
dokter_ika,7663273426303356168,Tetap jaga keseimbangan kulit kamu #belajarbersamadrika #Edukasidrika #purging #SkinBarrier,health,0.85,health,True,ollama_enhanced
dokter_ika,7675958774246558983,Lebih pakai logika aja ya kalau ada iklan seperti ini #belajarbersamadrika #Edukasidrika #jagakulitm,health,0.85,health,True,ollama_enhanced
dokter_ika,7658147280922414344,"#duet with @🪭👛🧚mami Boru kalit 🧚👛🪭 #Stitch Semangat pulihkan kembali ya ibu, gunakan produk yang nya",health,0.85,health,True,ollama_enhanced
dokter_ika,7663446562667777298,Replying to @A. ekspektasinya apa dengan HB dosting? #hbdosting #belajarbersamadrika #Edukasidrika,health,0.85,health,True,ollama_enhanced
dokter_ika,7601433491808455954,"Begini kira-kira kondisnya, betul para korban krim penyalahgunaan obat keras? #stoppenyalahgunaanoba",health,0.95,health,True,ollama_enhanced
dokter_ika,7600926567363136775,"Ingat negara kita beriklim TROPIS, Salah satu penyebab sulitnya penanganan Melasma atau hiperpigment",health,0.95,health,True,ollama_enhanced
dokter_ika,7677525089323076872,Replying to @Devi Lestari #belajarbersamadrika #Edukasidrika #sunscreentips,health,0.85,health,True,ollama_enhanced
dokter_ika,7615254949240491271,Para pejuang jerawat.. Semangat 🤗💪 #acnefighter #pejuangjerawat #belajarbersamadrika #edukasidokteri,health,0.95,health,True,ollama_enhanced
dokter_ika,7592629513629076754,Jaga skin barrier kamu #belajarbersamadrika #edukasidokterika #jagakulitmu #totoljerawat,health,0.95,health,True,ollama_enhanced
dokter_ika,7612139695534918919,"Replying to @Halim OlshopKalteng Ini mengandung obat keras, di Indonesia, kandungan ini tidak boleh ",health,0.95,health,True,ollama_enhanced
dokter_ika,7593986727543393554,Krim racikan yang terlihat “ampuh” sebenarnya sedang bekerja MERUSAK bukan memperbaikinya… #belajarb,health,0.95,health,True,ollama_enhanced
dokter_ika,7601110114854030610,#belajarbersamadrika #edukasidokterika #stoppenyalahgunaanobatkeras #jagakulitmu,health,0.95,health,True,ollama_enhanced
dokter_ika,7664094492076608786,#belajarbersamadrika #Edukasidrika #stoppenyalahgunaanobatkeras #StopMerkuri #waspadakrimberbahaya,health,0.95,health,True,ollama_enhanced
dokter_ika,7678333070948257042,Aturan penggunaan HB?? Kok diatur-atur? emang ada bahan apa? #belajarbersamadrika #Edukasidrika #Sto,health,0.95,health,True,ollama_enhanced
dokter_ika,7613034913968803079,Enaknya punya temen tampang jutek 😅 #NoOverclaim #NoAbalAbal,not_health,0.85,not_health,True,ollama_enhanced
dokter_ika,7670474460583038215,"Replying to @el🦭 Kalau udah ketagihan mau dilepas malah galau, padahal kalau ga dilepas buat perkara",health,0.95,health,True,ollama_enhanced
dokter_ika,7663854317073337618,Terima kasih buat semua yang bertemu hari ini ❤️❤️❤️ 🤗 #drichabestie #DrichaJakarta #belajarbersamad,health,0.95,not_health,False,ollama_enhanced
dokter_ika,7609110719124081928,"Replying to @Adindafikri🦋 Kenyataan pahit, Tapi ini Faktanya… #belajarbersamadrika #jagakulitmu #edu",health,0.95,health,True,ollama_enhanced
dokter_ika,7606273300230130951,"Replying to @zansshann✨💤 Yang udah pada pinter semaga kasih tau orang-orang terdekat ya, jauh-jauh d",health,0.95,health,True,ollama_enhanced
dokter_ika,7601350126132677896,Kadang kesabaran butuh kepastian kan? #belajarbersamadrika #edukasidokterika,health,0.85,not_health,False,ollama_enhanced
dokter_ika,7668309512197098760,#belajarbersamadrika #Edukasidrika #publicwarningBPOM #stoppenyalahgunaanobatkeras #StopMerkuri,health,0.95,health,True,ollama_enhanced
dokter_ika,7598843950560234770,"Obat Steroid BUKAN untuk pemutih kulit, penggemuk badan!!! Berbahaya jika disalahgunakan #belajarber",health,0.95,health,True,ollama_enhanced
dokter_ika,7592089187277376786,Atau kalian pernah tenukan ada yang lengket krimnya dengan merk yang sama? #belajarbersamadrika #edu,health,0.95,health,True,ollama_enhanced
dokter_ika,7622116919310552327,Kalau sudah nakals sulit bertobat!!! #belajarbersamadrika #edukasidrika #jagakulitmu #stoptoksikkrim,health,0.85,health,True,ollama_enhanced
dokter_ika,7664430124204330248,Alasan kenapa Pemilihan Basic Skincare TEPAT mempengaruhi kesehatan kulit kamu 👍🏻 #belajarbersamadri,health,0.95,health,True,ollama_enhanced
dokter_ika,7624779137760202002,Replying to @🫀babypro⁰⁵🫀 Pelaku-pelaku ini melakukan berbagai cara termasuk memanipulasi kemasan ber,health,0.95,health,True,ollama_enhanced
dokter_ika,7627084860410137864,"Banyak kasus yang saya temui, flek justru muncul karena:kulit sering iritasi, peradangan kulit, skin",health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7617784394413067540,"Banyak perempuan ngalamin ini… tapi sering dianggap “normal”. 👀. Gatal, keputihan agak bau, atau ngg",health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7676869342478535954,Untuk para bunda vaksin hpv amannnnnnn bangettttt #anakbunda#vaksinhpv#gratis#fyppppp,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7671293282466401543,remaja yang sudah hubungan intim layaknya suami istri harus hati2 yaa #GentlyFeminineWash #pHBalance,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7661617036409277704,umur masi muda banget sudah hamil tinggal bareng sama pacarnya #janganditiruyaadekadek#fyp,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7607104264225279252,bercak butih dimulut rahim akan jd awal mula kanker cervix jika tidak diobati #dokterobgynpedalaman#,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7671982810739002642,jangan smpai ibu anda begini sudah menopuse gemuk hipertensi diabetes #janganjangan#kankerendometriu,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7672375694835338514,Tuhan akan memberi segalanya sesuai kelayakan HambaNYA! belajar jadi manusia yang ber Husnuzon pada ,not_health,0.85,not_health,True,ollama_enhanced
dokteramiraobgyn,7639648699857014034,siapa para bu da yang belum pernah vaksin hpv #dokterkandunganbatulicin#vaksinhpv#fyp @dokter_kandun,health,0.95,not_health,False,ollama_enhanced
dokteramiraobgyn,7638666131733040392,apakah dirumah anda ada perempuan menopouse yang hidup bersama anda dan tiba2 keluar darah dari jala,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7603356511447895316,ayo segera pap smear sebelum kanker cervix menyerang #dokterobgynpedalaman#papua#fyp,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7618809614326402325,hubungan sex sejak pacaran kutil kelamin di usia 22 tahun #dokterobgynpedalaman#papuapride #fyp,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7616022924125916437,lepas kb suntik haid langsung memanjang normal gak sih?#fyp#,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7637540746828008722,untuk para suami yang suka maksa istrinya lahir normal setelah secar #janganpaksaistri#bekassecar#fy,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7591814936058137877,test pack positif jangan lupa usg #dokterobgynpedalaman#papua#fyp,health,0.95,health,True,ollama_enhanced
dokteramiraobgyn,7619547669207207188,"Ibuku yang selalu berlinangan airmata ketika mendoakan anak2nya, Hatinya rapuh bukan karna ia lemah ",not_health,0.85,not_health,True,ollama_enhanced
dokter.harmonospanak,7635485955146714389,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,0.85,not_health,False,ollama_enhanced
dokter.harmonospanak,7616211717369908500,,not_health,0.0,health,False,no_caption_learned
dokter.harmonospanak,7647352582100307221,Alamat : lokasidari klenteng Mojosari 200 meterke utara arah Krian. Depan SMAN MOJOSARI telp.WA. 081,not_health,0.95,not_health,True,ollama_enhanced
dokter.harmonospanak,7640273279244143892,Alamat ustad Imam Syofiidusun Pasinan Krajan RT 38 RW 10Desa Sekargadung kec. Punggingkab. Mojokerto,not_health,0.95,not_health,True,ollama_enhanced
dokter.harmonospanak,7616534044385348884,,not_health,0.0,not_health,True,no_caption_learned
dokter.harmonospanak,7627730393227103509,Memang sulit cari bakso yg asli daging sapi tanpa campuran daging ayam. Tentu rasanya lebih enak dan,not_health,0.85,not_health,True,ollama_enhanced
dokter.harmonospanak,7655904479480401173,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,0.95,not_health,False,ollama_enhanced
dokter.harmonospanak,7618510444709367060,,not_health,0.0,health,False,no_caption_learned
dokter.harmonospanak,7610703641179098389,,not_health,0.0,health,False,no_caption_learned
dokter.harmonospanak,7673328070152949012,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,0.95,health,True,ollama_enhanced
dokter.harmonospanak,7626535848154123541,"konsultasi peyakit anak gratisgabung grup WA...link di profil bio saya. Hari SENIN , RABU , JUM'AT j",health,0.95,not_health,False,ollama_enhanced
dokter.harmonospanak,7625467242297265428,Membalas @amndashfira,health,0.85,not_health,False,ollama_enhanced
dokter.harmonospanak,7624282816443960597,dr.Harmono PD Sp.A buka konsultasi gratis di grup WA...link di profil bio saya,health,0.85,not_health,False,ollama_enhanced
dokter.harmonospanak,7618722700579589396,,not_health,0.0,health,False,no_caption_learned
dokter.harmonospanak,7611580607289642261,,not_health,0.0,not_health,True,no_caption_learned
dokter.harmonospanak,7651905153750076693,Google Map tulis :Fellyta Fruit & Frozen Food,not_health,0.95,not_health,True,ollama_enhanced
dokter.harmonospanak,7649418156854889748,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,0.85,health,True,ollama_enhanced
dokter.harmonospanak,7641637911921806612,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,0.85,health,True,ollama_enhanced
doktermatahendra,7658245432966958344,"Apakah katarak bisa dicegah? Proses penuaan merupakan penyebab tersering katarak, sehingga seiring b",health,0.95,health,True,ollama_enhanced
doktermatahendra,7669311896641670418,"Dulu sering dimarahi orang tua: ""Jangan baca di tempat gelap, nanti minus nambah!""Fakta atau mitos? ",health,0.95,health,True,ollama_enhanced
doktermatahendra,7648670357812956424,It is a great honor for our institution @EyeQu LASIK & Eye Center to welcome and serve our very firs,health,0.95,health,True,ollama_enhanced
doktermatahendra,7611544467203525906,Sering Main Gadget? Jangan Abaikan Golden Rule 20 20 20 👀 Kerja depan layar berjam jam atau mengguna,health,0.95,health,True,ollama_enhanced
doktermatahendra,7605784602812206354,Pisang enak & gampang didapatkan di Indonesia—tapi apakah dia bermanfaat buat mata? Jawabannya: Iya—,health,0.95,health,True,ollama_enhanced
doktermatahendra,7677140151973334280,Mata minus tinggi bisa bikin retina lepas? 👁️👓 Ya Fakta. Mata minus tinggi dapat meningkatkan risiko,health,0.95,health,True,ollama_enhanced
doktermatahendra,7648129197747096840,Fakta atau Mitos: Begadang bikin minus cepat naik? 🤔🛏️👀 Fakta: - Kurang tidur terkait dengan risiko ,health,0.95,health,True,ollama_enhanced
doktermatahendra,7624079527257558290,"Mengapa pakai obat tetes mata malah terasa perih? 👁️💧Banyak pasien bingung dan khawatir,“Dok, kenapa",health,0.95,health,True,ollama_enhanced
doktermatahendra,7592616715201154322,Masih percaya bintitan itu gara-gara suka ngintip orang mandi? 😂🙈 Mari kita luruskan faktanya secara,health,0.95,health,True,ollama_enhanced
doktermatahendra,7679741529761516808,"“Seperti mendapat mukjizat… seperti mendapatkan hidup yang baru.” 🥰✨. Sebuah kalimat sederhana, teta",health,0.95,health,True,ollama_enhanced
giapratamamd,7593650567835094290,"PENGLIHATAN BARU. Saya mau berbagi penglihatan, agar harapan di rumah rumah kembali menyala. Saya ma",health,0.95,health,True,ollama_enhanced
giapratamamd,7591006210325777684,Jempol Copot Podcast Radityadika dan dr. Gia Pratama. part 6.,health,0.95,health,True,ollama_enhanced
giapratamamd,7591013738296249621,Tentang Tekanan Darah Tinggi. Podcast Radityadika dan dr. Gia Pratama. part 8.,health,0.95,health,True,ollama_enhanced
giapratamamd,7613974686149430548,"Cintaku ada di tasbihmu, Cintamu ada di tasbihku, Sampai akhirnya kita bersatu. --------------------",not_health,0.95,not_health,True,ollama_enhanced
giapratamamd,7655214845423308053,Shaf Pertama,health,0.95,not_health,False,ollama_enhanced
giapratamamd,7661090184003407124,"Rasanya penuh syukur. Bagi saya, ini lebih dari kolaborasi dengan sebuah brand. Ini adalah pertemuan",health,0.95,not_health,False,ollama_enhanced
giapratamamd,7626355491878210836,"Tubuh kita punya sistem detoks sendiri, utamanya melalui hati dan ginjal. Hanya sebagian kecil lewat",health,0.95,health,True,ollama_enhanced
giapratamamd,7594350601484438802,"Banyak orang merasa “usus kotor”, padahal istilah itu keliru. Yang biasanya kamu rasakan sebenarnya ",health,0.95,health,True,ollama_enhanced
giapratamamd,7671883856487697684,"Ini adalah mesenterium. Dulu, struktur ini hanya dianggap sebagai lipatan jaringan yang menggantungk",health,0.95,health,True,ollama_enhanced
giapratamamd,7625106533055040789,Ini adalah separuh Otak Manusia. Otak manusia dewasa rata-rata punya sekitar 86 miliar neuron. Pada ,health,0.95,health,True,ollama_enhanced
giapratamamd,7654795428893920533,Seminar Nasional Univ.PGRI Adi Buana Surabaya,health,0.85,not_health,False,ollama_enhanced
giapratamamd,7591077236019662101,LALAT IJO PARKIR MUNDUR. Podcast Radityadika dan dr. Gia Pratama. part 12.,health,0.85,health,True,ollama_enhanced
aliphildan,7636984785692298514,kemana plis tinggal sehari lagiiikk ✨,not_health,0.95,not_health,True,ollama_enhanced
aliphildan,7667491760213544212,Tau gak kenapa dar*h bisa naik ke selang infus? 🩸💉Salah satu penyebabnya adalah posisi kantong infus,health,0.95,health,True,ollama_enhanced
aliphildan,7638904762225691922,pentingnya kita cari yg sefrekuensi🤗✨,not_health,0.85,not_health,True,ollama_enhanced
aliphildan,7674965027702689045,Pada ikutan lomba apa gaisss hari ini?✨🇮🇩,not_health,0.95,not_health,True,ollama_enhanced
aliphildan,7675730369848560917,Satu2nya lomba yg bisa aku ikutin✨😛 #fakesituation⚠,not_health,0.95,not_health,True,ollama_enhanced
aliphildan,7606649445224140039,#MasyaAllahTabarakallah,not_health,0.95,not_health,True,ollama_enhanced
aliphildan,7610897855192059143,"siapa sangka… @Ikhsanqthii, MD",health,0.95,not_health,False,ollama_enhanced
aliphildan,7616668101781818632,alhamdulillah masyaAllah🤗,not_health,0.95,not_health,True,ollama_enhanced
aliphildan,7671933875718802708,Replying to @Doklip normal & Sume’eh aku tetep makan sehatt yaaach✨,health,0.85,not_health,False,ollama_enhanced
aliphildan,7652361220913302791,Ntah apaa….,not_health,0.85,not_health,True,ollama_enhanced
aliphildan,7599543540674284808,"dikasih penjelasan panjang bingung, dikasih intinya aja malah nyerang 🤡 ✨ mohon izin defib dok🙏🏻",health,0.85,health,True,ollama_enhanced
aliphildan,7643075217866132757,Semaleman gabisa berenti ketawa wkwkwk HBD YA SUFF!! @Bang ucup ✨👨🏽‍🦲,not_health,0.95,not_health,True,ollama_enhanced
aliphildan,7612584629958135058,luar biasa semangat ibadahnya jamaah disini😭🤲🏻✨,not_health,0.95,not_health,True,ollama_enhanced
aliphildan,7594746154454142215,"pantesan gaji kecil, ternyata pahalanya besar🥹🤲🏻 terima kasih kadam atas penjelasannya @Kadam Sidik ",not_health,0.95,not_health,True,ollama_enhanced
aliphildan,7632933860258434324,kalo setahun ngekos bajunya ga dicuci sebulan(?)✨🦶🏻,not_health,0.95,not_health,True,ollama_enhanced
aliphildan,7671188878472236309,"Yg nanya doklip dokter apa, aku dokter spesial yaah✨🤸🏻‍♂️",health,0.85,not_health,False,ollama_enhanced
aliphildan,7622156977099066642,"Innalillahi wa innailaihi rojiun, stop konspirasi2 ngawur‼️ plis banget jangan terpengaruh sama omon",health,0.95,health,True,ollama_enhanced
aliphildan,7673001068409801991,"Kita lagi ngetes motoriknya kak ayman yaach✨🥹 #SaLiMan @Ayman Alatas @Ikhsanqthii, MD",not_health,0.95,not_health,True,ollama_enhanced
